DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV
371.387,341.732,305.005,351.965,945.786,3092.502,3116.812,1792.476,871.924,1091.904,847.592,524.901,356.596,303.425,280.453,282.879,709.633,2979.172,2431.371,1770.224,1040.074,659.213,649.065,419.363,355.993,342.925,307.461,342.405,958.851,2093.814,5058.437,3516.967,1444.714,1098.013,1065.335,552.096,407.783,345.441,325.462,320.059,761.862,3624.209,4744.686,2029.407,1163.616,947.915,1137.86,730.883,394.36,342.905,346.686,378.541,699.321,3798.431,2055.869,998.438,615.557,485.934,847.488,458.527
396.467,303.425,280.453,282.879,709.633,2979.172,2431.371,1770.224,1040.074,659.213,649.065,419.363,355.993,342.925,307.772,342.405,958.851,2093.814,5058.437,3516.967,1444.714,1098.013,1065.335,552.096,407.783,345.441,325.419,320.059,761.862,3624.209,4744.686,2029.407,1163.616,947.915,1137.86,730.883,394.36,342.905,346.686,378.541,699.321,3798.431,2055.869,998.438,615.557,485.934,847.488,458.527,352.578,335.78,322.871,344.716,870.345,2264.433,4771.603,2128.659,909.28,615.588,507.231,492.413
367.204,342.925,307.772,342.405,958.851,2093.814,5058.437,3516.967,1444.714,1098.013,1065.335,552.096,407.783,345.441,325.462,320.059,761.862,3624.209,4744.686,2029.407,1163.616,947.915,1137.86,730.883,394.36,342.905,346.545,378.541,699.321,3798.431,2055.869,998.438,615.557,485.934,847.488,458.527,352.578,335.78,322.871,344.716,870.345,2264.433,4771.603,2128.659,909.28,615.588,507.231,492.413,380.265,327.095,228.835,212.12,466.352,1590.748,3991.028,2221.779,1170.209,1329.427,928.222,766.02
439.775,345.441,325.462,320.059,761.862,3624.209,4744.686,2029.407,1163.616,947.915,1137.86,730.883,394.36,342.905,346.686,378.541,699.321,3798.431,2055.869,998.438,615.557,485.934,847.488,458.527,352.578,335.78,322.844,344.716,870.345,2264.433,4771.603,2128.659,909.28,615.588,507.231,492.413,380.265,327.095,228.835,212.12,466.352,1590.748,3991.028,2221.779,1170.209,1329.427,928.222,766.02,374.241,288.805,251.385,241.441,487.602,1639.752,4905.515,2531.843,1189.182,835.47,641.652,710.628
385.271,342.905,346.686,378.541,699.321,3798.431,2055.869,998.438,615.557,485.934,847.488,458.527,352.578,335.78,322.871,344.716,870.345,2264.433,4771.603,2128.659,909.28,615.588,507.231,492.413,380.265,327.095,228.369,212.12,466.352,1590.748,3991.028,2221.779,1170.209,1329.427,928.222,766.02,374.241,288.805,251.385,241.441,487.602,1639.752,4905.515,2531.843,1189.182,835.47,641.652,710.628,389.164,324.452,285.04,219.742,411.992,2437.274,5841.983,2759.694,987.013,949.862,849.937,449.527
410.077,335.78,322.871,344.716,870.345,2264.433,4771.603,2128.659,909.28,615.588,507.231,492.413,380.265,327.095,228.835,212.12,466.352,1590.748,3991.028,2221.779,1170.209,1329.427,928.222,766.02,374.241,288.805,251.024,241.441,487.602,1639.752,4905.515,2531.843,1189.182,835.47,641.652,710.628,389.164,324.452,285.04,219.742,411.992,2437.274,5841.983,2759.694,987.013,949.862,849.937,449.527,360.387,344.435,321.5,292.239,718.93,2206.821,3603.199,2149.278,811.325,997.651,1077.165,586.535
396.26,327.095,228.835,212.12,466.352,1590.748,3991.028,2221.779,1170.209,1329.427,928.222,766.02,374.241,288.805,251.385,241.441,487.602,1639.752,4905.515,2531.843,1189.182,835.47,641.652,710.628,389.164,324.452,283.832,219.742,411.992,2437.274,5841.983,2759.694,987.013,949.862,849.937,449.527,360.387,344.435,321.5,292.239,718.93,2206.821,3603.199,2149.278,811.325,997.651,1077.165,586.535,340.547,320.55,286.679,250.097,774.393,2555.669,3006.358,1518.928,820.16,864.279,895.791,688.216
385.623,288.805,251.385,241.441,487.602,1639.752,4905.515,2531.843,1189.182,835.47,641.652,710.628,389.164,324.452,285.04,219.742,411.992,2437.274,5841.983,2759.694,987.013,949.862,849.937,449.527,360.387,344.435,321.034,292.239,718.93,2206.821,3603.199,2149.278,811.325,997.651,1077.165,586.535,340.547,320.55,286.679,250.097,774.393,2555.669,3006.358,1518.928,820.16,864.279,895.791,688.216,397.065,504.194,443.393,439.774,954.546,3637.341,3240.422,1520.177,1048.623,845.574,851.935,588.949
399.261,324.452,285.04,219.742,411.992,2437.274,5841.983,2759.694,987.013,949.862,849.937,449.527,360.387,344.435,321.5,292.239,718.93,2206.821,3603.199,2149.278,811.325,997.651,1077.165,586.535,340.547,320.55,285.966,250.097,774.393,2555.669,3006.358,1518.928,820.16,864.279,895.791,688.216,397.065,504.194,443.393,439.774,954.546,3637.341,3240.422,1520.177,1048.623,845.574,851.935,588.949,411.29,347.613,294.479,279.961,503.464,2326.349,3233.803,1184.352,531.213,333.8,350.899,265.167
348.327,344.435,321.5,292.239,718.93,2206.821,3603.199,2149.278,811.325,997.651,1077.165,586.535,340.547,320.55,286.679,250.097,774.393,2555.669,3006.358,1518.928,820.16,864.279,895.791,688.216,397.065,504.194,439.31,439.774,954.546,3637.341,3240.422,1520.177,1048.623,845.574,851.935,588.949,411.29,347.613,294.479,279.961,503.464,2326.349,3233.803,1184.352,531.213,333.8,350.899,265.167,244.032,204.194,219.286,229.21,643.303,2388.149,5924.149,2471.089,1115.437,928.667,1092.313,675.8
