year,inflow
1943-07-19,1779.522339
1943-07-20,1758.892334
1943-07-21,1807.029053
1943-07-22,1923.932495
1943-07-23,2013.329224
1943-07-24,1992.699219
1943-07-25,1807.029053
1943-07-26,1758.892334
1943-07-27,1703.878906
1943-07-28,1635.112183
1943-07-29,1504.455322
1943-07-30,1566.345459
1943-07-31,1545.715454
1943-08-01,1484.73523
1943-08-02,1429.078735
1943-08-03,1416.710571
1943-08-04,1435.262695
1943-08-05,1410.526489
1943-08-06,1466.183106
1943-08-07,1472.367065
1943-08-08,1453.814941
1943-08-09,1435.262695
1943-08-10,1429.078735
1943-08-11,1361.054077
1943-08-12,1391.974365
1943-08-13,1342.501831
1943-08-14,1342.501831
1943-08-15,1107.507568
1943-08-16,1064.219238
1943-08-17,1039.48291
1943-08-18,1008.562622
1943-08-19,983.826416
1943-08-20,872.5133057
1943-08-21,847.7770996
1943-08-22,909.6176758
1943-08-23,940.5379639
1943-08-24,940.5379639
1943-08-25,921.9858398
1943-08-26,909.6176758
1943-08-27,915.8017578
1943-08-28,921.9858398
1943-08-29,928.1698608
1943-08-30,934.3539429
1943-08-31,934.3539429
1943-09-01,720.5828857
1943-09-02,624.2600098
1943-09-03,544.8665771
1943-09-04,554.7907104
1943-09-05,606.1629639
1943-09-06,560.0446777
1943-09-07,522.0993042
1943-09-08,532.0234985
1943-09-09,528.520874
1943-09-10,515.0939941
1943-09-11,534.9423828
1943-09-12,554.7907104
1943-09-13,569.9688721
1943-09-14,589.8172607
1943-09-15,637.6868286
1943-09-16,697.2318726
1943-09-17,495.2456665
1943-09-18,500.4996338
1943-09-19,505.1698303
1943-09-20,482.4026184
1943-09-21,472.4784241
1943-09-22,455.5489502
1943-09-23,409.4306946
1943-09-24,371.485321
1943-09-25,387.8310242
1943-09-26,399.5065308
1943-09-27,435.700592
1943-09-28,463.7218018
1943-09-29,445.6247559
1943-09-30,432.7817078
1943-10-01,330.5563965
1943-10-02,305.3996277
1943-10-03,317.6984863
1943-10-04,347.8865967
1943-10-05,400.4362488
1943-10-06,417.766449
1943-10-07,431.7424316
1943-10-08,427.2701416
1943-10-09,444.6003418
1943-10-10,469.7570801
1943-10-11,436.7738037
1943-10-12,417.766449
1943-10-13,382.5469971
1943-10-14,346.2094727
1943-10-15,314.9032898
1943-10-16,294.2188416
1943-10-17,289.1875
1943-10-18,278.5657654
1943-10-19,267.3849792
1943-10-20,262.3536377
1943-10-21,251.1728516
1943-10-22,241.6691895
1943-10-23,238.8739929
1943-10-24,227.6932068
1943-10-25,216.5124359
1943-10-26,227.6932068
1943-10-27,224.338974
1943-10-28,224.338974
1943-10-29,227.6932068
1943-10-30,224.338974
1943-10-31,213.7172394
1943-11-01,188.0787964
1943-11-02,185.6605835
1943-11-03,172.9649506
1943-11-04,169.3376312
1943-11-05,168.1285248
1943-11-06,169.3376312
1943-11-07,165.7103119
1943-11-08,162.6875458
1943-11-09,159.0602264
1943-11-10,155.4328918
1943-11-11,152.4101257
1943-11-12,148.7828064
1943-11-13,148.7828064
1943-11-14,147.5737
1943-11-15,142.1327209
1943-11-16,138.5054016
1943-11-17,138.5054016
1943-11-18,138.5054016
1943-11-19,142.1327209
1943-11-20,138.5054016
1943-11-21,134.8780823
1943-11-22,136.0871887
1943-11-23,134.8780823
1943-11-24,131.8553009
1943-11-25,133.6689606
1943-11-26,124.6006622
1943-11-27,122.7870026
1943-11-28,119.1596832
1943-11-29,117.3460159
1943-11-30,117.3460159
1943-12-01,115.3084641
1943-12-02,117.7573471
1943-12-03,125.5937881
1943-12-04,122.6551285
1943-12-05,120.2062378
1943-12-06,119.7164612
1943-12-07,120.2062378
1943-12-08,119.7164612
1943-12-09,119.2266846
1943-12-10,118.2471313
1943-12-11,117.7573471
1943-12-12,115.3084641
1943-12-13,94.7378082
1943-12-14,89.8400345
1943-12-15,87.8809204
1943-12-16,90.8195877
1943-12-17,89.3502579
1943-12-18,88.8604736
1943-12-19,98.6560287
1943-12-20,75.5385284
1943-12-21,65.1062698
1943-12-22,61.2370262
1943-12-23,60.5513382
1943-12-24,61.7757797
1943-12-25,62.7553368
1943-12-26,63.3430672
1943-12-27,62.7553368
1943-12-28,63.3430672
1943-12-29,64.2736435
1943-12-30,63.5879593
1943-12-31,65.1062698
1944-01-01,59.5956116
1944-01-02,59.9007568
1944-01-03,60.1550484
1944-01-04,60.4601936
1944-01-05,60.9179115
1944-01-06,61.1721992
1944-01-07,61.4773483
1944-01-08,61.4773483
1944-01-09,61.7824936
1944-01-10,59.7481842
1944-01-11,58.0190239
1944-01-12,58.5784569
1944-01-13,67.8345566
1944-01-14,70.9877396
1944-01-15,76.0226517
1944-01-16,79.73526
1944-01-17,84.8210373
1944-01-18,88.8896484
1944-01-19,102.6212311
1944-01-20,106.6898499
1944-01-21,102.6212311
1944-01-22,102.6212311
1944-01-23,94.9925766
1944-01-24,93.9754181
1944-01-25,91.9411163
1944-01-26,93.4668427
1944-01-27,96.5183029
1944-01-28,82.2781448
1944-01-29,58.3241692
1944-01-30,74.5986328
1944-01-31,55.1201324
1944-02-01,81.4341125
1944-02-02,89.3061752
1944-02-03,83.7494202
1944-02-04,79.5818634
1944-02-05,78.6557388
1944-02-06,79.5818634
1944-02-07,71.154129
1944-02-08,79.5818634
1944-02-09,89.3061752
1944-02-10,86.0647354
1944-02-11,92.084549
1944-02-12,91.6214828
1944-02-13,93.473732
1944-02-14,81.4341125
1944-02-15,91.6214828
1944-02-16,95.7890472
1944-02-17,94.3998566
1944-02-18,93.473732
1944-02-19,93.0106735
1944-02-20,79.5818634
1944-02-21,82.3602371
1944-02-22,85.6016693
1944-02-23,87.4539185
1944-02-24,88.8431091
1944-02-25,89.3061752
1944-02-26,77.7296143
1944-02-27,90.2322998
1944-02-28,88.8431091
1944-02-29,87.4539185
1944-03-01,90.1615067
1944-03-02,86.2116241
1944-03-03,83.7429504
1944-03-04,82.2617416
1944-03-05,79.6449509
1944-03-06,82.2617416
1944-03-07,98.5550079
1944-03-08,100.529953
1944-03-09,91.6427155
1944-03-10,83.7429504
1944-03-11,94.6051254
1944-03-12,88.1865692
1944-03-13,100.529953
1944-03-14,94.6051254
1944-03-15,86.2116241
1944-03-16,86.2116241
1944-03-17,83.7429504
1944-03-18,86.2116241
1944-03-19,86.2116241
1944-03-20,92.1364517
1944-03-21,92.1364517
1944-03-22,90.1615067
1944-03-23,90.1615067
1944-03-24,86.7053604
1944-03-25,83.7429504
1944-03-26,82.2617416
1944-03-27,76.830658
1944-03-28,76.830658
1944-03-29,78.5093536
1944-03-30,77.8181305
1944-03-31,78.5093536
1944-04-01,62.4239159
1944-04-02,62.4239159
1944-04-03,65.8640366
1944-04-04,83.3891678
1944-04-05,89.8799515
1944-04-06,99.6161346
1944-04-07,113.2467957
1944-04-08,119.088501
1944-04-09,119.088501
1944-04-10,122.9829788
1944-04-11,141.1571808
1944-04-12,145.0516663
1944-04-13,171.6638947
1944-04-14,188.5399475
1944-04-15,180.7509918
1944-04-16,188.5399475
1944-04-17,171.0148163
1944-04-18,165.8221893
1944-04-19,155.4369202
1944-04-20,156.0859985
1944-04-21,164.5240326
1944-04-22,169.0675812
1944-04-23,179.4528351
1944-04-24,237.8699341
1944-04-25,269.0257263
1944-04-26,289.1471863
1944-04-27,309.9176941
1944-04-28,350.1605835
1944-04-29,359.2476807
1944-04-30,392.350708
1944-05-01,374.9879761
1944-05-02,354.5865173
1944-05-03,344.7375183
1944-05-04,346.8480225
1944-05-05,416.4943848
1944-05-06,512.1702271
1944-05-07,540.3101196
1944-05-08,562.1185913
1944-05-09,564.229126
1944-05-10,533.9786377
1944-05-11,492.472229
1944-05-12,498.1002197
1944-05-13,422.8258667
1944-05-14,470.6637878
1944-05-15,579.7060547
1944-05-16,703.5218506
1944-05-17,780.9066772
1944-05-18,830.1515503
1944-05-19,858.2915039
1944-05-20,970.8513184
1944-05-21,956.781311
1944-05-22,872.3615112
1944-05-23,717.5917969
1944-05-24,738.6967773
1944-05-25,675.381897
1944-05-26,654.2769165
1944-05-27,696.4868164
1944-05-28,886.4314575
1944-05-29,1125.620972
1944-05-30,1238.180786
1944-05-31,1322.600586
1944-06-01,1531.803589
1944-06-02,1517.219116
1944-06-03,1590.141602
1944-06-04,1495.342407
1944-06-05,1378.666504
1944-06-06,1342.205322
1944-06-07,1349.497559
1944-06-08,1298.451904
1944-06-09,1261.990601
1944-06-10,1451.588989
1944-06-11,1648.479492
1944-06-12,1772.447632
1944-06-13,1604.726074
1944-06-14,1444.296753
1944-06-15,1291.159668
1944-06-16,1159.899292
1944-06-17,1167.191528
1944-06-18,1247.406128
1944-06-19,1327.62085
1944-06-20,1349.497559
1944-06-21,1364.082031
1944-06-22,1371.374268
1944-06-23,1415.127686
1944-06-24,1422.419922
1944-06-25,1466.173462
1944-06-26,1356.789795
1944-06-27,1152.606934
1944-06-28,1101.561279
1944-06-29,1108.853516
1944-06-30,1232.821655
1944-07-01,1421.935303
1944-07-02,1332.538452
1944-07-03,1160.621704
1944-07-04,1036.841553
1944-07-05,1036.841553
1944-07-06,1084.978272
1944-07-07,1050.594849
1944-07-08,919.9380493
1944-07-09,871.8013306
1944-07-10,899.3080444
1944-07-11,1002.45813
1944-07-12,1133.11499
1944-07-13,1133.11499
1944-07-14,1009.334839
1944-07-15,961.1981201
1944-07-16,1036.841553
1944-07-17,1071.224854
1944-07-18,1050.594849
1944-07-19,1119.361572
1944-07-20,1250.018433
1944-07-21,1394.428589
1944-07-22,1456.318604
1944-07-23,1339.415161
1944-07-24,1621.358887
1944-07-25,1614.482178
1944-07-26,1442.565308
1944-07-27,1401.305298
1944-07-28,1408.181885
1944-07-29,1408.181885
1944-07-30,1353.168579
1944-07-31,1201.881714
1944-08-01,1088.955444
1944-08-02,1045.666992
1944-08-03,1058.035156
1944-08-04,1107.507568
1944-08-05,1150.796021
1944-08-06,1175.532227
1944-08-07,1187.900391
1944-08-08,1008.562622
1944-08-09,1020.930786
1944-08-10,1262.109131
1944-08-11,1330.133789
1944-08-12,1528.023682
1944-08-13,1391.974365
1944-08-14,1268.293091
1944-08-15,1187.900391
1944-08-16,1058.035156
1944-08-17,971.458313
1944-08-18,1008.562622
1944-08-19,1039.48291
1944-08-20,909.6176758
1944-08-21,866.3292847
1944-08-22,806.3438721
1944-08-23,785.3181152
1944-08-24,809.4359131
1944-08-25,853.9611816
1944-08-26,841.5930176
1944-08-27,860.1452026
1944-08-28,909.6176758
1944-08-29,965.274231
1944-08-30,1058.035156
1944-08-31,841.5930176
1944-09-01,860.6889648
1944-09-02,854.8511963
1944-09-03,878.2022095
1944-09-04,901.5532227
1944-09-05,936.5797119
1944-09-06,872.3644409
1944-09-07,808.1491699
1944-09-08,720.5828857
1944-09-09,813.9869385
1944-09-10,790.6359253
1944-09-11,819.824707
1944-09-12,837.3379517
1944-09-13,854.8511963
1944-09-14,808.1491699
1944-09-15,773.1226807
1944-09-16,665.7080078
1944-09-17,582.8119507
1944-09-18,510.4238281
1944-09-19,470.7271118
1944-09-20,470.7271118
1944-09-21,465.473114
1944-09-22,487.0728149
1944-09-23,534.9423828
1944-09-24,569.9688721
1944-09-25,616.0871582
1944-09-26,693.729248
1944-09-27,611.4169312
1944-09-28,579.8930664
1944-09-29,540.1963501
1944-09-30,510.4238281
1944-10-01,397.0820313
1944-10-02,446.2774658
1944-10-03,514.4802246
1944-10-04,507.7717285
1944-10-05,503.2994385
1944-10-06,441.2460938
1944-10-07,412.7351074
1944-10-08,376.397583
1944-10-09,359.0673828
1944-10-10,345.0914001
1944-10-11,395.4049072
1944-10-12,326.0840759
1944-10-13,311.5490723
1944-10-14,305.3996277
1944-10-15,302.0453796
1944-10-16,289.1875
1944-10-17,283.0380554
1944-10-18,286.3923035
1944-10-19,289.1875
1944-10-20,279.6838379
1944-10-21,278.5657654
1944-10-22,279.6838379
1944-10-23,362.4216003
1944-10-24,450.7497559
1944-10-25,395.4049072
1944-10-26,371.9252625
1944-10-27,340.0600586
1944-10-28,330.5563965
1944-10-29,321.0527344
1944-10-30,305.3996277
1944-10-31,327.2021484
1944-11-01,290.8529053
1944-11-02,307.780426
1944-11-03,284.2028198
1944-11-04,276.9481812
1944-11-05,272.1117554
1944-11-06,276.9481812
1944-11-07,276.9481812
1944-11-08,276.9481812
1944-11-09,284.2028198
1944-11-10,272.1117554
1944-11-11,263.6480103
1944-11-12,246.1159515
1944-11-13,232.8157654
1944-11-14,222.5383606
1944-11-15,208.6336212
1944-11-16,201.9835358
1944-11-17,196.5425415
1944-11-18,186.8696899
1944-11-19,181.4287109
1944-11-20,180.2196045
1944-11-21,177.1968384
1944-11-22,181.4287109
1944-11-23,185.0560303
1944-11-24,183.2423706
1944-11-25,177.1968384
1944-11-26,180.8241577
1944-11-27,177.1968384
1944-11-28,169.3376312
1944-11-29,164.5012054
1944-11-30,159.0602264
1944-12-01,144.6951141
1944-12-02,144.6951141
1944-12-03,139.3075562
1944-12-04,142.2462311
1944-12-05,146.164444
1944-12-06,150.0826721
1944-12-07,153.0213318
1944-12-08,147.6337738
1944-12-09,139.3075562
1944-12-10,136.3688965
1944-12-11,133.9200134
1944-12-12,133.4302368
1944-12-13,131.9608917
1944-12-14,130.4915619
1944-12-15,132.4506836
1944-12-16,128.0426788
1944-12-17,124.1244583
1944-12-18,128.0426788
1944-12-19,130.9813385
1944-12-20,125.5937881
1944-12-21,118.2471313
1944-12-22,118.2471313
1944-12-23,115.3084641
1944-12-24,114.8186874
1944-12-25,110.4106903
1944-12-26,115.3084641
1944-12-27,111.8800201
1944-12-28,111.8800201
1944-12-29,112.8595734
1944-12-30,116.2880173
1944-12-31,113.34935
1945-01-01,109.7413101
1945-01-02,109.7413101
1945-01-03,109.7413101
1945-01-04,111.2670441
1945-01-05,112.2841949
1945-01-06,111.7756195
1945-01-07,111.2670441
1945-01-08,112.2841949
1945-01-09,113.3013458
1945-01-10,111.2670441
1945-01-11,108.7241592
1945-01-12,108.2155762
1945-01-13,107.1984253
1945-01-14,104.146965
1945-01-15,101.0954971
1945-01-16,102.1126556
1945-01-17,103.1298065
1945-01-18,104.6555405
1945-01-19,105.6726913
1945-01-20,105.6726913
1945-01-21,105.1641159
1945-01-22,104.6555405
1945-01-23,104.146965
1945-01-24,106.1812668
1945-01-25,107.7070007
1945-01-26,108.2155762
1945-01-27,108.2155762
1945-01-28,107.7070007
1945-01-29,107.1984253
1945-01-30,107.1984253
1945-01-31,107.1984253
1945-02-01,104.5872269
1945-02-02,105.050293
1945-02-03,107.3656006
1945-02-04,109.2178574
1945-02-05,110.1439819
1945-02-06,111.0701065
1945-02-07,109.2178574
1945-02-08,107.8286667
1945-02-09,109.2178574
1945-02-10,110.1439819
1945-02-11,105.9764175
1945-02-12,100.4196701
1945-02-13,98.567421
1945-02-14,96.2521057
1945-02-15,99.0304794
1945-02-16,102.2719193
1945-02-17,103.6611023
1945-02-18,104.5872269
1945-02-19,105.5133514
1945-02-20,105.9764175
1945-02-21,103.6611023
1945-02-22,101.3457947
1945-02-23,99.956604
1945-02-24,98.1043549
1945-02-25,98.567421
1945-02-26,98.567421
1945-02-27,98.1043549
1945-02-28,97.1782303
1945-03-01,96.3683243
1945-03-02,96.3683243
1945-03-03,95.9240646
1945-03-04,95.0355377
1945-03-05,95.9240646
1945-03-06,97.2568512
1945-03-07,98.5896378
1945-03-08,99.9224319
1945-03-09,100.8109589
1945-03-10,101.6994781
1945-03-11,99.9224319
1945-03-12,97.7011185
1945-03-13,99.9224319
1945-03-14,102.1437454
1945-03-15,101.2552185
1945-03-16,100.3666916
1945-03-17,98.1453781
1945-03-18,95.479805
1945-03-19,96.3683243
1945-03-20,97.2568512
1945-03-21,95.9240646
1945-03-22,95.0355377
1945-03-23,95.9240646
1945-03-24,96.3683243
1945-03-25,95.9240646
1945-03-26,95.0355377
1945-03-27,93.7027512
1945-03-28,92.8142242
1945-03-29,92.8142242
1945-03-30,92.8142242
1945-03-31,91.9256973
1945-04-01,84.6873245
1945-04-02,85.3364029
1945-04-03,82.7400894
1945-04-04,82.091011
1945-04-05,84.6873245
1945-04-06,82.091011
1945-04-07,82.091011
1945-04-08,79.4946899
1945-04-09,79.4946899
1945-04-10,76.8983765
1945-04-11,77.5474548
1945-04-12,74.302063
1945-04-13,73.6529846
1945-04-14,77.5474548
1945-04-15,79.4946899
1945-04-16,78.8456116
1945-04-17,79.4946899
1945-04-18,81.4419327
1945-04-19,84.6873245
1945-04-20,92.4762726
1945-04-21,104.8087692
1945-04-22,122.3339005
1945-04-23,129.4737701
1945-04-24,136.6136322
1945-04-25,145.0516663
1945-04-26,149.5952148
1945-04-27,151.54245
1945-04-28,153.4896851
1945-04-29,155.4369202
1945-04-30,152.1915283
1945-05-01,90.0710297
1945-05-02,99.9200134
1945-05-03,155.4963989
1945-05-04,253.2827148
1945-05-05,372.8774719
1945-05-06,448.8553162
1945-05-07,456.593811
1945-05-08,432.6748657
1945-05-09,402.424408
1945-05-10,401.0174255
1945-05-11,430.5643616
1945-05-12,450.2623291
1945-05-13,462.2218018
1945-05-14,554.380127
1945-05-15,566.3395996
1945-05-16,569.8570557
1945-05-17,574.078064
1945-05-18,574.078064
1945-05-19,566.3395996
1945-05-20,595.8865356
1945-05-21,609.9564819
1945-05-22,612.0670166
1945-05-23,633.171936
1945-05-24,675.381897
1945-05-25,759.8016968
1945-05-26,844.2215576
1945-05-27,977.8862915
1945-05-28,1055.271118
1945-05-29,1210.040772
1945-05-30,1477.370239
1945-05-31,1730.629761
1945-06-01,1801.616577
1945-06-02,1582.849365
1945-06-03,1458.881226
1945-06-04,1400.543213
1945-06-05,1400.543213
1945-06-06,1466.173462
1945-06-07,1466.173462
1945-06-08,1502.634644
1945-06-09,1531.803589
1945-06-10,1473.465698
1945-06-11,1429.71228
1945-06-12,1291.159668
1945-06-13,1116.145752
1945-06-14,948.4241943
1945-06-15,846.3327637
1945-06-16,824.4560547
1945-06-17,853.625
1945-06-18,897.378479
1945-06-19,1108.853516
1945-06-20,1349.497559
1945-06-21,1794.324341
1945-06-22,1779.739868
1945-06-23,1458.881226
1945-06-24,1247.406128
1945-06-25,1276.575073
1945-06-26,1458.881226
1945-06-27,1539.095825
1945-06-28,1371.374268
1945-06-29,1356.789795
1945-06-30,1261.990601
1945-07-01,1449.442017
1945-07-02,1449.442017
1945-07-03,1545.715454
1945-07-04,1511.332031
1945-07-05,1408.181885
1945-07-06,1346.29187
1945-07-07,1360.045166
1945-07-08,1421.935303
1945-07-09,1463.195313
1945-07-10,1476.948608
1945-07-11,1525.085327
1945-07-12,1566.345459
1945-07-13,1566.345459
1945-07-14,1745.138916
1945-07-15,1648.865479
1945-07-16,1497.578735
1945-07-17,1401.305298
1945-07-18,1250.018433
1945-07-19,1139.991577
1945-07-20,1002.45813
1945-07-21,1139.991577
1945-07-22,1346.29187
1945-07-23,1346.29187
1945-07-24,1188.128296
1945-07-25,1188.128296
1945-07-26,1332.538452
1945-07-27,1284.401733
1945-07-28,1298.155151
1945-07-29,1346.29187
1945-07-30,1305.03186
1945-07-31,1222.511719
1945-08-01,1045.666992
1945-08-02,971.458313
1945-08-03,946.7220459
1945-08-04,996.194519
1945-08-05,996.194519
1945-08-06,1020.930786
1945-08-07,1113.69165
1945-08-08,1144.611939
1945-08-09,1200.268433
1945-08-10,1181.716309
1945-08-11,1150.796021
1945-08-12,1064.219238
1945-08-13,1051.851074
1945-08-14,1101.323486
1945-08-15,1126.059815
1945-08-16,1163.164185
1945-08-17,1175.532227
1945-08-18,1058.035156
1945-08-19,959.0901489
1945-08-20,853.9611816
1945-08-21,727.1879272
1945-08-22,743.2664795
1945-08-23,760.5818481
1945-08-24,813.1463623
1945-08-25,878.6973877
1945-08-26,891.0654907
1945-08-27,903.4336548
1945-08-28,946.7220459
1945-08-29,946.7220459
1945-08-30,884.8814697
1945-08-31,903.4336548
1945-09-01,749.7716675
1945-09-02,707.1560669
1945-09-03,708.9074097
1945-09-04,726.4206543
1945-09-05,767.2849121
1945-09-06,657.5351563
1945-09-07,649.3623047
1945-09-08,640.6057129
1945-09-09,607.9143066
1945-09-10,554.7907104
1945-09-11,544.8665771
1945-09-12,515.0939941
1945-09-13,520.3480225
1945-09-14,528.520874
1945-09-15,553.0394287
1945-09-16,528.520874
1945-09-17,518.5966797
1945-09-18,498.7483215
1945-09-19,459.0516052
1945-09-20,425.7763977
1945-09-21,419.3548889
1945-09-22,407.6793823
1945-09-23,393.0849915
1945-09-24,367.982666
1945-09-25,359.8098145
1945-09-26,349.8856201
1945-09-27,339.9614563
1945-09-28,333.539917
1945-09-29,330.037262
1945-09-30,326.5346069
1945-10-01,248.377655
1945-10-02,250.0547638
1945-10-03,222.6618652
1945-10-04,194.1508636
1945-10-05,260.6765137
1945-10-06,257.8813171
1945-10-07,245.0234222
1945-10-08,286.3923035
1945-10-09,289.1875
1945-10-10,295.8959656
1945-10-11,308.1948242
1945-10-12,308.1948242
1945-10-13,309.8719482
1945-10-14,300.3682861
1945-10-15,308.1948242
1945-10-16,311.5490723
1945-10-17,343.4142761
1945-10-18,300.3682861
1945-10-19,279.6838379
1945-10-20,260.6765137
1945-10-21,240.5511017
1945-10-22,229.3703308
1945-10-23,213.7172394
1945-10-24,283.0380554
1945-10-25,240.5511017
1945-10-26,204.2135773
1945-10-27,200.8593445
1945-10-28,199.1822205
1945-10-29,198.0641479
1945-10-30,194.7099152
1945-10-31,194.7099152
1945-11-01,162.0829926
1945-11-02,159.0602264
1945-11-03,154.2237854
1945-11-04,172.9649506
1945-11-05,201.9835358
1945-11-06,186.8696899
1945-11-07,162.6875458
1945-11-08,144.5509338
1945-11-09,138.5054016
1945-11-10,133.6689606
1945-11-11,119.1596832
1945-11-12,116.1369095
1945-11-13,113.7186966
1945-11-14,131.8553009
1945-11-15,133.6689606
1945-11-16,133.6689606
1945-11-17,134.8780823
1945-11-18,136.0871887
1945-11-19,133.6689606
1945-11-20,122.1824493
1945-11-21,117.3460159
1945-11-22,125.8097687
1945-11-23,122.7870026
1945-11-24,122.7870026
1945-11-25,117.9505692
1945-11-26,113.1141434
1945-11-27,119.1596832
1945-11-28,119.7642365
1945-11-29,119.1596832
1945-11-30,118.5551224
1945-12-01,114.8186874
1945-12-02,115.7982407
1945-12-03,115.3084641
1945-12-04,110.9004669
1945-12-05,111.8800201
1945-12-06,113.8391342
1945-12-07,114.3289108
1945-12-08,114.3289108
1945-12-09,114.8186874
1945-12-10,106.0026932
1945-12-11,101.594696
1945-12-12,101.1049118
1945-12-13,101.594696
1945-12-14,102.5742493
1945-12-15,99.635582
1945-12-16,101.1049118
1945-12-17,101.1049118
1945-12-18,100.6151352
1945-12-19,101.1049118
1945-12-20,100.6151352
1945-12-21,100.1253586
1945-12-22,94.7378082
1945-12-23,97.1866913
1945-12-24,98.1662521
1945-12-25,99.1458054
1945-12-26,99.635582
1945-12-27,101.1049118
1945-12-28,101.1049118
1945-12-29,99.1458054
1945-12-30,99.1458054
1945-12-31,98.1662521
1946-01-01,90.9239578
1946-01-02,90.4153824
1946-01-03,88.381073
1946-01-04,87.8724976
1946-01-05,87.3639221
1946-01-06,86.3467636
1946-01-07,85.3296127
1946-01-08,76.7346573
1946-01-09,76.0226517
1946-01-10,75.0054932
1946-01-11,73.8357697
1946-01-12,72.4117508
1946-01-13,75.0054932
1946-01-14,74.5986328
1946-01-15,74.5986328
1946-01-16,76.0226517
1946-01-17,73.8357697
1946-01-18,71.6997452
1946-01-19,69.6654358
1946-01-20,72.7169037
1946-01-21,69.4111481
1946-01-22,71.6997452
1946-01-23,71.2420273
1946-01-24,72.1066055
1946-01-25,70.4283066
1946-01-26,68.3939972
1946-01-27,68.8008575
1946-01-28,69.1060028
1946-01-29,69.6654358
1946-01-30,69.4111481
1946-01-31,67.2242661
1946-02-01,67.7274628
1946-02-02,65.3658447
1946-02-03,65.6436844
1946-02-04,65.1343155
1946-02-05,65.6436844
1946-02-06,66.8013382
1946-02-07,66.8013382
1946-02-08,67.7274628
1946-02-09,67.3570175
1946-02-10,67.0791779
1946-02-11,69.9501648
1946-02-12,72.4506989
1946-02-13,76.386734
1946-02-14,79.5818634
1946-02-15,81.4341125
1946-02-16,81.4341125
1946-02-17,81.897171
1946-02-18,81.897171
1946-02-19,82.8232956
1946-02-20,82.3602371
1946-02-21,83.2863617
1946-02-22,83.2863617
1946-02-23,83.7494202
1946-02-24,83.7494202
1946-02-25,83.7494202
1946-02-26,86.99086
1946-02-27,83.2863617
1946-02-28,82.8232956
1946-03-01,86.5945435
1946-03-02,87.4830704
1946-03-03,87.92733
1946-03-04,86.1502838
1946-03-05,84.8174973
1946-03-06,83.9289703
1946-03-07,82.5961761
1946-03-08,84.8174973
1946-03-09,83.0404434
1946-03-10,82.5961761
1946-03-11,83.0404434
1946-03-12,83.0404434
1946-03-13,82.5961761
1946-03-14,81.7076569
1946-03-15,80.3748627
1946-03-16,79.930603
1946-03-17,79.930603
1946-03-18,80.3748627
1946-03-19,76.6874847
1946-03-20,76.6874847
1946-03-21,77.2650223
1946-03-22,80.3748627
1946-03-23,81.2633896
1946-03-24,82.1519165
1946-03-25,83.4847031
1946-03-26,87.4830704
1946-03-27,97.2568512
1946-03-28,99.4781647
1946-03-29,97.2568512
1946-03-30,100.8109589
1946-03-31,102.5880051
1946-04-01,101.5633774
1946-04-02,109.3523178
1946-04-03,114.5449524
1946-04-04,115.1940308
1946-04-05,114.5449524
1946-04-06,110.0014038
1946-04-07,106.7560043
1946-04-08,108.0541611
1946-04-09,102.2124557
1946-04-10,101.5633774
1946-04-11,106.106926
1946-04-12,110.0014038
1946-04-13,110.0014038
1946-04-14,113.2467957
1946-04-15,130.7719269
1946-04-16,148.9461365
1946-04-17,154.7878418
1946-04-18,165.8221893
1946-04-19,182.6982422
1946-04-20,233.9754639
1946-04-21,248.9042816
1946-04-22,252.7987518
1946-04-23,246.9570465
1946-04-24,243.7116547
1946-04-25,259.9386292
1946-04-26,341.0734863
1946-04-27,377.4219055
1946-04-28,427.4009705
1946-04-29,418.3138733
1946-04-30,392.350708
1946-05-01,341.2200317
1946-05-02,322.9290771
1946-05-03,348.9585266
1946-05-04,442.5238342
1946-05-05,614.1774902
1946-05-06,766.8366699
1946-05-07,949.7463379
1946-05-08,1083.411133
1946-05-09,1195.970825
1946-05-10,1188.935913
1946-05-11,1118.58606
1946-05-12,1104.515991
1946-05-13,1118.58606
1946-05-14,1111.551025
1946-05-15,1055.271118
1946-05-16,1027.131226
1946-05-17,1125.620972
1946-05-18,1238.180786
1946-05-19,1238.180786
1946-05-20,1217.075806
1946-05-21,1231.145752
1946-05-22,1287.425659
1946-05-23,1414.05542
1946-05-24,1491.440308
1946-05-25,1667.314941
1946-05-26,1864.294556
1946-05-27,1990.924316
1946-05-28,2370.813477
1946-05-29,2574.828125
1946-05-30,2251.21875
1946-05-31,1940.16919
1946-06-01,1714.109741
1946-06-02,1641.187256
1946-06-03,1925.584717
1946-06-04,2078.721924
1946-06-05,2042.26062
1946-06-06,1954.753662
1946-06-07,1867.246826
1946-06-08,1692.233032
1946-06-09,1714.109741
1946-06-10,1655.771729
1946-06-11,1582.849365
1946-06-12,1575.557129
1946-06-13,1626.602783
1946-06-14,1706.817505
1946-06-15,1808.908814
1946-06-16,1787.032105
1946-06-17,1743.278687
1946-06-18,1838.077881
1946-06-19,1954.753662
1946-06-20,1998.507202
1946-06-21,2304.781494
1946-06-22,2304.781494
1946-06-23,2348.534912
1946-06-24,2304.781494
1946-06-25,2224.56665
1946-06-26,1911.000244
1946-06-27,1663.063965
1946-06-28,1670.356201
1946-06-29,1626.602783
1946-06-30,1451.588989
1946-07-01,1538.838745
1946-07-02,1628.235474
1946-07-03,1820.782349
1946-07-04,1862.042481
1946-07-05,1758.892334
