DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV
27.113,15.691,14.006,15.658,28.427,164.698,270.271,399.127,168.876,89.973,45.768,32.436,28.178,20.871,17.481,19.217,51.178,217.73,754.304,736.136,140.947,80.124,70.223,42.215,26.903,22.107,17.728,15.313,55.731,354.079,425.484,267.235,119.907,153.941,144.236,54.873,21.564,16.804,18.185,26.327,84.13,332.976,197.09,105.193,49.832,32.187,35.826,22.013,18.735,16.384,15.885,16.55,56.926,122.765,340.81,158.227,56.541,28.383,19.842,15.289
28.615,20.871,17.481,19.217,51.178,217.73,754.304,736.136,140.947,80.124,70.223,42.215,26.903,22.107,17.773,15.313,55.731,354.079,425.484,267.235,119.907,153.941,144.236,54.873,21.564,16.804,18.237,26.327,84.13,332.976,197.09,105.193,49.832,32.187,35.826,22.013,18.735,16.384,15.885,16.55,56.926,122.765,340.81,158.227,56.541,28.383,19.842,15.289,12.737,9.854,10.425,11.455,20.62,58.275,366.231,339.421,122.917,139.502,60.505,39.179
26.789,22.107,17.773,15.313,55.731,354.079,425.484,267.235,119.907,153.941,144.236,54.873,21.564,16.804,18.185,26.327,84.13,332.976,197.09,105.193,49.832,32.187,35.826,22.013,18.735,16.384,15.895,16.55,56.926,122.765,340.81,158.227,56.541,28.383,19.842,15.289,12.737,9.854,10.425,11.455,20.62,58.275,366.231,339.421,122.917,139.502,60.505,39.179,23.43,21.025,18.011,15.998,21.756,128.825,878.946,375.649,135.037,60.363,37.482,21.101
22.925,16.804,18.185,26.327,84.13,332.976,197.09,105.193,49.832,32.187,35.826,22.013,18.735,16.384,15.885,16.55,56.926,122.765,340.81,158.227,56.541,28.383,19.842,15.289,12.737,9.854,10.467,11.455,20.62,58.275,366.231,339.421,122.917,139.502,60.505,39.179,23.43,21.025,18.011,15.998,21.756,128.825,878.946,375.649,135.037,60.363,37.482,21.101,17.072,13.901,13.519,12.46,24.823,241.821,470.442,181.084,90.842,69.635,49.263,27.776
20.593,16.384,15.885,16.55,56.926,122.765,340.81,158.227,56.541,28.383,19.842,15.289,12.737,9.854,10.425,11.455,20.62,58.275,366.231,339.421,122.917,139.502,60.505,39.179,23.43,21.025,17.964,15.998,21.756,128.825,878.946,375.649,135.037,60.363,37.482,21.101,17.072,13.901,13.519,12.46,24.823,241.821,470.442,181.084,90.842,69.635,49.263,27.776,19.897,16.158,14.767,12.612,25.971,142.174,248.974,314.23,88.907,43.966,39.908,32.282
15.709,9.854,10.425,11.455,20.62,58.275,366.231,339.421,122.917,139.502,60.505,39.179,23.43,21.025,18.011,15.998,21.756,128.825,878.946,375.649,135.037,60.363,37.482,21.101,17.072,13.901,13.512,12.46,24.823,241.821,470.442,181.084,90.842,69.635,49.263,27.776,19.897,16.158,14.767,12.612,25.971,142.174,248.974,314.23,88.907,43.966,39.908,32.282,24.799,19.576,13.825,15.162,32.078,122.973,191.7,217.489,101.352,298.138,124.407,51.729
23.516,21.025,18.011,15.998,21.756,128.825,878.946,375.649,135.037,60.363,37.482,21.101,17.072,13.901,13.519,12.46,24.823,241.821,470.442,181.084,90.842,69.635,49.263,27.776,19.897,16.158,14.75,12.612,25.971,142.174,248.974,314.23,88.907,43.966,39.908,32.282,24.799,19.576,13.825,15.162,32.078,122.973,191.7,217.489,101.352,298.138,124.407,51.729,34.422,24.504,21.992,21.015,82.371,246.788,324.519,146.651,117.532,75.113,49.205,30.356
19.262,13.901,13.519,12.46,24.823,241.821,470.442,181.084,90.842,69.635,49.263,27.776,19.897,16.158,14.767,12.612,25.971,142.174,248.974,314.23,88.907,43.966,39.908,32.282,24.799,19.576,13.863,15.162,32.078,122.973,191.7,217.489,101.352,298.138,124.407,51.729,34.422,24.504,21.992,21.015,82.371,246.788,324.519,146.651,117.532,75.113,49.205,30.356,19.294,16.022,15.095,12.068,24.696,109.538,170.11,62.301,33.03,22.161,19.776,14.415
21.17,16.158,14.767,12.612,25.971,142.174,248.974,314.23,88.907,43.966,39.908,32.282,24.799,19.576,13.825,15.162,32.078,122.973,191.7,217.489,101.352,298.138,124.407,51.729,34.422,24.504,22.025,21.015,82.371,246.788,324.519,146.651,117.532,75.113,49.205,30.356,19.294,16.022,15.095,12.068,24.696,109.538,170.11,62.301,33.03,22.161,19.776,14.415,12.572,10.7,10.091,9.252,33.39,208.815,516.976,169.405,102.294,82.641,52.625,34.961
25.708,19.576,13.825,15.162,32.078,122.973,191.7,217.489,101.352,298.138,124.407,51.729,34.422,24.504,21.992,21.015,82.371,246.788,324.519,146.651,117.532,75.113,49.205,30.356,19.294,16.022,15.013,12.068,24.696,109.538,170.11,62.301,33.03,22.161,19.776,14.415,12.572,10.7,10.091,9.252,33.39,208.815,516.976,169.405,102.294,82.641,52.625,34.961,23.083,20.173,15.26,14.025,21.348,257.82,290.353,117.657,151.593,65.732,39.556,25.22
33.241,24.504,21.992,21.015,82.371,246.788,324.519,146.651,117.532,75.113,49.205,30.356,19.294,16.022,15.095,12.068,24.696,109.538,170.11,62.301,33.03,22.161,19.776,14.415,12.572,10.7,10.08,9.252,33.39,208.815,516.976,169.405,102.294,82.641,52.625,34.961,23.083,20.173,15.26,14.025,21.348,257.82,290.353,117.657,151.593,65.732,39.556,25.22,17.199,13.341,11.115,9.519,16.889,138.218,238.116,182.455,84.416,51.115,34.05,23.384
21.384,16.022,15.095,12.068,24.696,109.538,170.11,62.301,33.03,22.161,19.776,14.415,12.572,10.7,10.091,9.252,33.39,208.815,516.976,169.405,102.294,82.641,52.625,34.961,23.083,20.173,15.239,14.025,21.348,257.82,290.353,117.657,151.593,65.732,39.556,25.22,17.199,13.341,11.115,9.519,16.889,138.218,238.116,182.455,84.416,51.115,34.05,23.384,16.843,13.804,12.822,14.067,47.346,146.538,163.069,65.686,32.401,30.979,44.96,26.678
15.407,10.7,10.091,9.252,33.39,208.815,516.976,169.405,102.294,82.641,52.625,34.961,23.083,20.173,15.26,14.025,21.348,257.82,290.353,117.657,151.593,65.732,39.556,25.22,17.199,13.341,11.06,9.519,16.889,138.218,238.116,182.455,84.416,51.115,34.05,23.384,16.843,13.804,12.822,14.067,47.346,146.538,163.069,65.686,32.401,30.979,44.96,26.678,15.597,9.343,9.112,10.026,20.19,357.446,533.293,529.984,104.415,50.344,46.577,23.759
24.07,20.173,15.26,14.025,21.348,257.82,290.353,117.657,151.593,65.732,39.556,25.22,17.199,13.341,11.115,9.519,16.889,138.218,238.116,182.455,84.416,51.115,34.05,23.384,16.843,13.804,12.837,14.067,47.346,146.538,163.069,65.686,32.401,30.979,44.96,26.678,15.597,9.343,9.112,10.026,20.19,357.446,533.293,529.984,104.415,50.344,46.577,23.759,18.21,16.295,14.134,14.571,46.954,185.836,527.019,160.937,76.284,34.153,28.728,31.702
18.889,13.341,11.115,9.519,16.889,138.218,238.116,182.455,84.416,51.115,34.05,23.384,16.843,13.804,12.822,14.067,47.346,146.538,163.069,65.686,32.401,30.979,44.96,26.678,15.597,9.343,9.104,10.026,20.19,357.446,533.293,529.984,104.415,50.344,46.577,23.759,18.21,16.295,14.134,14.571,46.954,185.836,527.019,160.937,76.284,34.153,28.728,31.702,21.539,16.295,14.134,14.482,33.318,220.96,367.037,164.298,117.242,42.078,46.363,31.702
18.835,13.804,12.822,14.067,47.346,146.538,163.069,65.686,32.401,30.979,44.96,26.678,15.597,9.343,9.112,10.026,20.19,357.446,533.293,529.984,104.415,50.344,46.577,23.759,18.21,16.295,14.127,14.571,46.954,185.836,527.019,160.937,76.284,34.153,28.728,31.702,21.539,16.295,14.134,14.482,33.318,220.96,367.037,164.298,117.242,42.078,46.363,31.702,21.539,16.295,14.134,14.482,59.118,170.422,162.376,57.465,17.351,9.738,15.335,31.702
17.375,9.343,9.112,10.026,20.19,357.446,533.293,529.984,104.415,50.344,46.577,23.759,18.21,16.295,14.134,14.571,46.954,185.836,527.019,160.937,76.284,34.153,28.728,31.702,21.539,16.295,14.127,14.482,33.318,220.96,367.037,164.298,117.242,42.078,46.363,31.702,21.539,16.295,14.134,14.482,59.118,170.422,162.376,57.465,17.351,9.738,15.335,31.702,21.539,16.295,14.134,14.482,57.424,249.843,182.739,66.465,54.064,70.173,60.48,32.36
19.943,16.295,14.134,14.571,46.954,185.836,527.019,160.937,76.284,34.153,28.728,31.702,21.539,16.295,14.134,14.482,33.318,220.96,367.037,164.298,117.242,42.078,46.363,31.702,21.539,16.295,14.127,14.482,59.118,170.422,162.376,57.465,17.351,9.738,15.335,31.702,21.539,16.295,14.134,14.482,57.424,249.843,182.739,66.465,54.064,70.173,60.48,32.36,21.753,16.427,14.159,14.482,43.45,134.14,241.009,173.095,92.202,221.153,76.569,31.702
22.643,16.295,14.134,14.482,33.318,220.96,367.037,164.298,117.242,42.078,46.363,31.702,21.539,16.295,14.134,14.482,59.118,170.422,162.376,57.465,17.351,9.738,15.335,31.702,21.539,16.295,14.127,14.482,57.424,249.843,182.739,66.465,54.064,70.173,60.48,32.36,21.753,16.427,14.159,14.482,43.45,134.14,241.009,173.095,92.202,221.153,76.569,31.702,21.539,16.295,14.134,14.482,105.985,641.206,366.219,123.252,55.935,44.735,48.608,46.152
22.643,16.295,14.134,14.482,59.118,170.422,162.376,57.465,17.351,9.738,15.335,31.702,21.539,16.295,14.134,14.482,57.424,249.843,182.739,66.465,54.064,70.173,60.48,32.36,21.753,16.427,14.151,14.482,43.45,134.14,241.009,173.095,92.202,221.153,76.569,31.702,21.539,16.295,14.134,14.482,105.985,641.206,366.219,123.252,55.935,44.735,48.608,46.152,21.989,18.417,15.462,14.9,57.658,307.077,214.979,177.038,88.52,68.614,54.71,31.439
22.643,16.295,14.134,14.482,57.424,249.843,182.739,66.465,54.064,70.173,60.48,32.36,21.753,16.427,14.159,14.482,43.45,134.14,241.009,173.095,92.202,221.153,76.569,31.702,21.539,16.295,14.127,14.482,105.985,641.206,366.219,123.252,55.935,44.735,48.608,46.152,21.989,18.417,15.462,14.9,57.658,307.077,214.979,177.038,88.52,68.614,54.71,31.439,23.343,17.409,21.39,61.739,114.751,187.49,187.107,152.112,196.229,139.778,71.683,43.337
22.808,16.427,14.159,14.482,43.45,134.14,241.009,173.095,92.202,221.153,76.569,31.702,21.539,16.295,14.134,14.482,105.985,641.206,366.219,123.252,55.935,44.735,48.608,46.152,21.989,18.417,15.446,14.9,57.658,307.077,214.979,177.038,88.52,68.614,54.71,31.439,23.343,17.409,21.39,61.739,114.751,187.49,187.107,152.112,196.229,139.778,71.683,43.337,28.271,20.784,17.225,15.125,88.293,203.713,560.013,466.914,130.449,75.183,47.34,25.896
22.643,16.295,14.134,14.482,105.985,641.206,366.219,123.252,55.935,44.735,48.608,46.152,21.989,18.417,15.462,14.9,57.658,307.077,214.979,177.038,88.52,68.614,54.71,31.439,23.343,17.409,21.932,61.739,114.751,187.49,187.107,152.112,196.229,139.778,71.683,43.337,28.271,20.784,17.225,15.125,88.293,203.713,560.013,466.914,130.449,75.183,47.34,25.896,24.745,13.845,11.923,11.743,24.941,225.49,398.362,368.534,264.24,112.755,162.583,66.257
23.088,18.417,15.462,14.9,57.658,307.077,214.979,177.038,88.52,68.614,54.71,31.439,23.343,17.409,21.39,61.739,114.751,187.49,187.107,152.112,196.229,139.778,71.683,43.337,28.271,20.784,17.185,15.125,88.293,203.713,560.013,466.914,130.449,75.183,47.34,25.896,24.745,13.845,11.923,11.743,24.941,225.49,398.362,368.534,264.24,112.755,162.583,66.257,35.729,27.579,21.395,20.25,77.089,230.372,320.941,183.257,62.038,53.165,37.585,16.861
23.789,17.409,21.39,61.739,114.751,187.49,187.107,152.112,196.229,139.778,71.683,43.337,28.271,20.784,17.225,15.125,88.293,203.713,560.013,466.914,130.449,75.183,47.34,25.896,24.745,13.845,11.883,11.743,24.941,225.49,398.362,368.534,264.24,112.755,162.583,66.257,35.729,27.579,21.395,20.25,77.089,230.372,320.941,183.257,62.038,53.165,37.585,16.861,12.729,13.629,15.526,16.273,73.079,178.64,212.214,347.719,96.378,87.219,76.723,43.782
28.62,20.784,17.225,15.125,88.293,203.713,560.013,466.914,130.449,75.183,47.34,25.896,24.745,13.845,11.923,11.743,24.941,225.49,398.362,368.534,264.24,112.755,162.583,66.257,35.729,27.579,21.35,20.25,77.089,230.372,320.941,183.257,62.038,53.165,37.585,16.861,12.729,13.629,15.526,16.273,73.079,178.64,212.214,347.719,96.378,87.219,76.723,43.782,19.333,7.368,4.248,3.628,15.485,127.146,205.975,163.329,83.17,36.437,24.185,13.901
25.727,13.845,11.923,11.743,24.941,225.49,398.362,368.534,264.24,112.755,162.583,66.257,35.729,27.579,21.395,20.25,77.089,230.372,320.941,183.257,62.038,53.165,37.585,16.861,12.729,13.629,15.537,16.273,73.079,178.64,212.214,347.719,96.378,87.219,76.723,43.782,19.333,7.368,4.248,3.628,15.485,127.146,205.975,163.329,83.17,36.437,24.185,13.901,17.494,12.048,10.909,10.431,21.189,151.06,335.751,310.68,874.215,164.458,165.622,47.364
