DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,,,,,,,,,,,,,,,,,,,,
74668.69278,55163.48251,34306.14281,19162.01009,12607.79278,10636.09075,13523.27643,37567.11087,96601.22314,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,87288.37863,63360.07692,42650.55117,20326.68199,13361.30406,11585.83778,14813.95829,37940.32691,71336.64944,99935.81499,99935.81499,93450.97395,85837.70658,80712.92368,56639.63972,30351.69519,5779.468389,0,-5576.436599,-7258.174118,-8193.479561,8089.273566,50794.19308,87458.27971,98449.74688,99935.81499,96277.27841,96110.20902,89389.20548,69824.52983,49456.22208,27922.39292,22018.61357,14845.38999,15141.86738,28993.05289,71976.04384,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88431.24656,67819.13076,46046.02424,24933.54976,18760.19404,15748.13106,12096.6737,33897.81389,83201.69133,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,90493.27933,68003.47343,46296.34517,25408.98962,19045.34468,16761.30783,17616.4766,49624.14098,79153.79811,99935.81499
74668.69278,55163.48251,34308.40816,17792.04105,10377.55794,9604.224859,12361.15304,55449.19949,98130.89919,99935.81499,99935.81499,99935.81499,88837.02697,87223.24988,63149.96592,38617.94905,17763.44104,2977.233251,-2599.203349,-4280.657699,-5216.246311,11066.78999,53771.7095,90435.51296,98941.89368,99935.81499,97809.21981,96110.20902,89389.20548,69824.52983,49456.22208,27119.89349,21216.11414,14042.89056,14339.36795,28190.55346,71173.5444,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88431.24656,67819.13076,46046.02424,24933.54976,18760.19404,15748.13106,12096.6737,33897.81389,83201.69133,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,90493.27933,68003.47343,46296.34517,25408.98962,19045.34468,17610.81323,18465.982,50473.64638,80003.30351,99935.81499,98941.89368,99935.81499,94761.19445,93108.90645,72761.26999,52718.32281,31909.40492,15924.54502,9686.626882,825.1529097,0,12123.85787,53052.4616,99121.42248
74668.69278,55163.48251,34993.67585,18838.6317,12702.37104,12449.78477,17020.12381,48743.20388,93539.60568,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89389.20548,69824.52983,49456.22208,27922.39292,22018.61357,14845.38999,15141.86738,28993.05289,71976.04384,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88431.24656,67819.13076,46046.02424,24205.8068,18032.45108,15020.38811,11368.93074,33170.07093,82474.23154,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,90493.27933,68003.47343,46296.34517,25408.98962,19045.34468,16761.30783,17616.4766,49624.14098,79153.79811,99935.81499,98941.89368,99935.81499,94761.19445,93108.90645,72761.26999,52718.32281,31909.40492,15924.54502,9686.626882,825.1529097,0,12123.85787,53052.4616,99121.42248,99935.81499,99935.81499,97809.21981,96110.20902,92724.64684,71158.53647,50547.83651,28985.97368,22543.04157,19831.13717,19584.21427,31283.31944,64472.64583,99935.81499
74668.69278,55163.48251,34438.38249,18684.58806,11850.31713,3773.219808,2965.340175,30935.58856,90587.00809,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88431.24656,67819.13076,46046.02424,24933.54976,18760.19404,15748.13106,12096.6737,33897.81389,83201.69133,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,90493.27933,68003.47343,46296.34517,24644.15159,18280.78982,15996.46981,16851.92174,48859.30295,78388.96008,99935.81499,98941.89368,99935.81499,94761.19445,93108.90645,72761.26999,52718.32281,31909.40492,15924.54502,9686.626882,825.1529097,0,12123.85787,53052.4616,99121.42248,99935.81499,99935.81499,97809.21981,96110.20902,92724.64684,71158.53647,50547.83651,28985.97368,22543.04157,19831.13717,19584.21427,31283.31944,64472.64583,99935.81499,98941.89368,99935.81499,93208.29858,93120.51635,83762.36489,59337.3857,38261.15678,17139.05457,9484.161429,5996.375434,5005.002635,18693.36628,43778.97751,54485.86037
74668.69278,55163.48251,34512.85579,18274.56012,10838.27303,9690.591241,8752.454113,23203.6736,66233.67052,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,90493.27933,68003.47343,46296.34517,25408.98962,19045.34468,16761.30783,17616.4766,49624.14098,79153.79811,99935.81499,98941.89368,99935.81499,94761.19445,93108.90645,72761.26999,52718.32281,31909.40492,15363.58829,9125.95332,264.4793472,0,12123.85787,53052.4616,99121.42248,99935.81499,99935.81499,97809.21981,96110.20902,92724.64684,71158.53647,50547.83651,28985.97368,22543.04157,20680.64257,20433.71967,32132.82484,65322.15122,99935.81499,98941.89368,99935.81499,93208.29858,93120.51635,83762.36489,59337.3857,38261.15678,17139.05457,9484.161429,6845.880832,5854.508033,19542.87168,44628.4829,55335.36577,60353.67732,53189.23196,44158.70642,33891.30101,13003.66229,4768.556966,-3371.686924,-10192.36576,-17649.60731,-19841.61441,-20999.49026,-8462.206436,43840.42506,91269.72726
74668.69278,55163.48251,34452.82408,18729.0455,12174.54502,9782.904161,10812.78787,33699.59596,94108.7743,99935.81499,99024.01253,99935.81499,97809.21981,96110.20902,87655.64813,67612.70094,46803.49989,25268.53806,19030.90309,10169.42912,7605.338658,14461.97989,55390.86679,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,92724.64684,71158.53647,50547.83651,28224.81684,21781.88474,19919.48574,19672.27966,31371.38483,64560.99439,99935.81499,98941.89368,99935.81499,93208.29858,93120.51635,83762.36489,59337.3857,38261.15678,17139.05457,9484.161429,5996.375434,5005.002635,18693.36628,43778.97751,54485.86037,59504.17192,52339.72657,43309.20102,33041.79561,12154.15689,3919.051568,-4221.192321,-11041.87116,-18499.11271,-20691.1198,-21848.99566,-9311.711833,42990.91966,90420.22186,96176.18727,99935.81499,91848.80677,89748.26309,66628.69053,41003.07703,6421.411302,-506.3052171,-5702.163398,-7543.607932,-5911.708063,8639.469895,51127.76553,82485.27511
74668.69278,55163.48251,34596.10732,18947.36839,12658.19676,5217.945322,6756.116428,45032.28114,92468.37938,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,92724.64684,71158.53647,50547.83651,28985.97368,22543.04157,20680.64257,20433.71967,32132.82484,65322.15122,99935.81499,98941.89368,99935.81499,93208.29858,93120.51635,83762.36489,59337.3857,38261.15678,16330.89177,8675.998627,5188.495801,4196.839833,17885.20348,42971.09787,53677.69757,58696.29229,51531.56377,42501.03822,32233.63281,11346.27726,3110.888767,-5029.355123,-11850.03396,-19306.99234,-21499.28261,-22657.15846,-10119.59147,42183.04003,89612.34223,95368.02447,99935.81499,91848.80677,89748.26309,66628.69053,41003.07703,6421.411302,-506.3052171,-5702.163398,-7543.607932,-5911.708063,8639.469895,51127.76553,82485.27511,91928.66028,90309.21983,81330.51411,88488.44659,82229.57399,58815.50621,24464.33961,8703.1828,3327.795811,3098.712523,4913.822389,18969.17236,51514.57366,84983.10415
74668.69278,55163.48251,34502.66173,18258.70268,10905.10079,9507.94758,11090.29297,29299.44117,84227.89385,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,86752.34072,63204.9006,42128.67169,26556.67141,18901.77827,15414.27544,14422.61947,28110.98312,53196.87751,63903.47721,68922.07193,61757.34341,52726.81786,42459.41245,21572.0569,5779.468389,-2360.7755,-9442.535665,-16899.77721,-19091.78431,-20249.66017,-7712.376338,44590.25516,92019.55736,97775.2396,99935.81499,91848.80677,89748.26309,66628.69053,41003.07703,6421.411302,-506.3052171,-5702.163398,-7543.607932,-5911.708063,8639.469895,51127.76553,82485.27511,91928.66028,90309.21983,81330.51411,88488.44659,82229.57399,58815.50621,31486.91757,10175.65882,4800.271834,4571.188545,6386.298412,20441.64839,52987.04968,86455.58017,95223.89172,97597.97614,97809.21981,96110.20902,89511.25109,70507.249,51174.48833,36211.30025,30252.01989,27495.94121,30403.51502,52299.79981,88483.34956,99935.81499
74668.69278,55163.48251,34249.79229,17521.04883,10617.11846,8905.648253,9893.906199,28016.68802,69865.02292,99935.81499,99935.81499,99135.29774,93102.95991,90735.9547,69848.31598,45812.41026,25382.65495,3497.413723,-2204.183339,-4396.190433,-5554.066291,6983.217538,59286.1322,95543.87209,98941.89368,99935.81499,91848.80677,89748.26309,66628.69053,42758.72152,22222.2117,5183.398769,-12.74258097,-1854.187115,-222.2872457,14329.17388,56817.18635,88174.69593,97618.0811,95998.64064,87019.93492,90666.8616,84407.989,60993.63805,40687.91053,19376.36862,12245.62031,12016.25385,13831.64689,27886.71369,60432.39815,93900.92865,98941.89368,99935.81499,94736.27562,96110.20902,89511.25109,70507.249,51174.48833,36211.30025,30252.01989,27495.94121,30403.51502,52299.79981,88483.34956,99935.81499,98941.89368,99935.81499,90579.07937,94115.28718,87658.19665,67914.8417,47540.02107,31400.83435,24372.8762,22192.76218,22621.76241,48190.17587,90720.09727,99935.81499
74668.69278,55163.48251,34323.13292,17654.70434,10432.20945,7897.851683,8984.085918,36295.40129,86952.824,99935.81499,98941.89368,99935.81499,91354.39463,89253.85095,73780.11013,49910.14113,15328.4754,0,-5195.858181,-7037.302715,-5405.402846,9145.775112,51633.78758,82991.58033,92434.9655,90815.24187,81836.53616,88994.75181,82735.8792,59321.81143,31993.22279,9900.419074,4525.032085,4295.948796,6111.058663,20166.40864,52711.80993,86180.34042,94948.65197,97322.73639,97809.21981,96110.20902,89511.25109,70507.249,51174.48833,36211.30025,30252.01989,27495.94121,30403.51502,52299.79981,88483.34956,99935.81499,98941.89368,99935.81499,90579.07937,94115.28718,87658.19665,67914.8417,47540.02107,31400.83435,24372.8762,22192.76218,22621.76241,48190.17587,90720.09727,99935.81499,98941.89368,96214.98135,86991.90125,83685.90941,61674.65821,41367.23168,20907.46051,4739.390614,1402.533412,596.6359577,0,19927.69762,74121.89447,99935.81499
74668.69278,55163.48251,34673.69548,18296.93043,10371.04506,9611.587239,9881.163618,29797.25133,85349.80731,99935.81499,98941.89368,99935.81499,93702.99389,96110.20902,89851.33642,69948.27445,49642.54693,28331.00502,21200.25671,20121.38485,21936.77789,35991.84469,68537.52915,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89511.25109,70507.249,51174.48833,35649.77719,29690.77999,26934.70131,29842.27512,51738.27675,87922.10966,99935.81499,98941.89368,99935.81499,90579.07937,94115.28718,87658.19665,67914.8417,47540.02107,31400.83435,24372.8762,22192.76218,22621.76241,48190.17587,90720.09727,99935.81499,98941.89368,96214.98135,86991.90125,83685.90941,61674.65821,41367.23168,20907.46051,4739.390614,1402.533412,596.6359577,0,19927.69762,74121.89447,99935.81499,98941.89368,99935.81499,90347.1644,86940.36459,65950.78522,43466.35952,22776.65556,6690.138176,1094.446121,-1603.866191,-3609.831604,17060.6169,52868.40209,89529.65704
74668.69278,55163.48251,34184.09721,17890.01734,11745.26163,11986.23799,15651.85379,35006.98477,94426.48932,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89511.25109,70507.249,51174.48833,36211.30025,30252.01989,27495.94121,30403.51502,52299.79981,88483.34956,99935.81499,98941.89368,99935.81499,90579.07937,94115.28718,87658.19665,67914.8417,47540.02107,30853.18654,22069.86707,19889.46988,20318.4701,45886.88357,88416.80497,99935.81499,98941.89368,96214.98135,86991.90125,83685.90941,61674.65821,41367.23168,20907.46051,4739.390614,1402.533412,596.6359577,0,19927.69762,74121.89447,99935.81499,98941.89368,99935.81499,90347.1644,86940.36459,65950.78522,43466.35952,22776.65556,6690.138176,1094.446121,-1603.866191,-3609.831604,17060.6169,52868.40209,89529.65704,97408.8196,99935.81499,90227.95048,90120.9128,82757.68318,61655.9691,40271.08655,23780.48777,16314.75116,13093.4267,11432.36047,19353.1488,52638.75247,82423.82755
74668.69278,55163.48251,34347.76858,17976.95006,11559.50312,10577.47488,13212.92379,34620.45981,88276.63658,99935.81499,98941.89368,99935.81499,94639.99834,96110.20902,89653.11849,69909.76354,49534.94291,27845.65426,20817.69611,18637.58209,19066.58232,44634.99578,87164.91718,99935.81499,98941.89368,96214.98135,86991.90125,83685.90941,61674.65821,41367.23168,20907.46051,4140.772477,803.9152747,-1.982179261,0,19927.69762,74121.89447,99935.81499,98941.89368,99935.81499,90347.1644,86940.36459,65950.78522,43466.35952,22776.65556,6690.138176,1094.446121,-1603.866191,-3609.831604,17060.6169,52868.40209,89529.65704,97408.8196,99935.81499,90227.95048,90120.9128,82757.68318,61655.9691,40271.08655,23780.48777,16314.75116,13093.4267,11432.36047,19353.1488,52638.75247,82423.82755,91751.67999,97057.40754,91323.81244,88282.01678,65840.34952,44642.07499,23803.70758,7262.704814,212.9426864,-1996.904022,-890.2816569,10076.26669,42560.22043,73612.75757
74668.69278,55163.48251,35531.1296,20279.67602,13965.3024,12608.64228,13668.25868,42408.44213,90420.7882,99935.81499,98941.89368,99935.81499,93130.14408,89824.15224,67812.90105,47505.47452,27045.98652,10877.91662,7540.776247,5885.656564,5074.378909,25002.07653,79196.27338,99935.81499,98941.89368,99935.81499,90347.1644,86940.36459,65950.78522,43466.35952,22776.65556,6122.66857,526.9765151,-2171.335797,-4177.301209,16493.1473,52300.93249,88962.18743,96841.35,99935.81499,90227.95048,90120.9128,82757.68318,61655.9691,40271.08655,23780.48777,16314.75116,13942.93209,12281.86587,20202.6542,53488.25786,83273.33295,92601.18539,97906.91293,92173.31784,89131.52218,66689.85491,45491.58039,24653.21298,8112.210212,1062.448084,-1147.398624,-40.77625909,10925.77209,43409.72583,74462.26297,83486.84198,88013.85624,80708.67616,83132.59822,75233.04753,54964.98141,34314.07153,18769.82176,11775.84382,9529.751552,7420.712818,23231.70728,66859.75599,95543.87209
74668.69278,55163.48251,34823.4916,18628.5207,11136.7326,10517.44316,9626.311999,45649.87156,95854.22472,99935.81499,98941.89368,99935.81499,90846.95674,90951.16274,77607.41512,55122.70625,34433.28546,18346.76808,10995.43153,8297.11922,6291.153807,26961.60231,62769.3875,95543.87209,98941.89368,99935.81499,97809.21981,96110.20902,88746.69623,67644.98215,46260.0996,23421.43015,15955.69355,13583.87448,11922.52509,19843.31342,53129.20025,82913.99217,92241.8446,97547.57215,91813.97705,88772.46456,66330.51413,45132.52277,24293.8722,7753.152597,703.3904693,-1506.456239,-400.1170423,10566.71447,43050.38504,74102.92218,83127.50119,87654.79863,80349.33537,82773.25744,74873.98992,54605.9238,33954.73075,18410.76415,11416.78621,9170.410769,7061.372035,22872.64967,66500.69838,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88548.76147,68523.6539,48626.82164,27395.4164,21577.72027,19056.95459,19013.34664,38034.62201,85995.14825,99935.81499
74668.69278,55163.48251,34136.24174,17794.58957,14084.51633,12987.23852,14919.8633,37397.20979,95854.22472,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88746.69623,67644.98215,46260.0996,24219.68206,16753.94545,14382.12638,12720.77699,20641.56532,53927.45216,83712.24407,93040.09651,98345.82406,92612.22896,89570.4333,67128.76604,45930.77468,25092.1241,7964.962609,915.2004819,-1294.646226,-188.3070298,10778.52449,43262.19505,74314.7322,83339.3112,87866.60864,80561.14539,82985.06745,75085.79993,54817.73381,34166.54076,18622.57416,11628.59622,9382.220781,7273.182047,23084.45968,66712.50839,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88548.76147,68523.6539,48626.82164,27395.4164,21577.72027,19056.95459,19013.34664,38034.62201,85995.14825,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89520.31248,69511.34551,49209.29918,27956.08997,22423.26131,21410.93405,20374.25429,44182.2094,88626.34963,99935.81499
74668.69278,55163.48251,34084.42191,17566.07261,9808.389323,7519.821781,6628.690619,29041.4747,80394.07599,99935.81499,98941.89368,99935.81499,97809.21981,94767.42415,85917.84326,64719.8519,43881.20132,27340.19855,20290.71959,17231.08432,18337.70668,29304.25503,61788.20877,92840.74591,98941.89368,99935.81499,92630.35174,95054.27381,87155.00628,66886.94017,46235.74712,30134.78814,21385.16571,18289.56805,16180.24614,31991.52377,75619.57249,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88548.76147,68523.6539,48626.82164,27395.4164,21577.72027,19056.95459,19013.34664,38034.62201,85995.14825,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89520.31248,69511.34551,49209.29918,27956.08997,22423.26131,20561.42865,19524.74889,43332.704,87776.84423,99935.81499,98941.89368,99935.81499,98820.98074,96110.20902,87192.10135,66741.95791,45967.30341,24331.25043,17493.01515,14536.4532,13189.42081,33427.47106,73278.90195,95543.87209
74668.69278,55163.48251,34363.62601,17916.35201,10151.5895,7963.263599,7226.176082,25263.15786,81728.08263,99935.81499,98941.89368,99935.81499,92754.6627,95178.58477,87279.03407,67010.96795,46360.05807,25265.70637,18271.72843,16025.63616,13916.59743,29727.59189,73355.6406,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88548.76147,68523.6539,48626.82164,26586.4041,20768.70796,18247.94228,18204.05117,37225.6097,85185.85277,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89520.31248,69511.34551,49209.29918,27956.08997,22423.26131,21410.93405,20374.25429,44182.2094,88626.34963,99935.81499,98941.89368,99935.81499,98820.98074,96110.20902,87192.10135,66741.95791,45967.30341,24331.25043,17493.01515,15385.9586,14038.9262,34276.97646,74128.40735,99935.81499,98941.89368,99935.81499,94935.05988,96110.20902,90698.85963,69019.48188,49060.9189,29275.37185,25287.51034,24186.83452,25159.23503,51081.04274,94983.48169,99935.81499
74668.69278,55163.48251,34481.14093,18500.24538,11964.71719,10158.38555,11353.0733,28733.67057,71101.61961,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,88548.76147,68523.6539,48626.82164,27395.4164,9288.208851,6767.443167,6723.835223,25745.11058,78802.66921,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89520.31248,69511.34551,49209.29918,27212.48957,21679.66092,20667.33365,19630.37073,43438.60901,87882.74924,99935.81499,98941.89368,99935.81499,98820.98074,96110.20902,87192.10135,66741.95791,45967.30341,24331.25043,17493.01515,14536.4532,13189.42081,33427.47106,73278.90195,95543.87209,98941.89368,99935.81499,94935.05988,96110.20902,90698.85963,69019.48188,49060.9189,29275.37185,25287.51034,24186.83452,25159.23503,51081.04274,94983.48169,99935.81499,95564.54338,87806.01059,79617.91123,75619.28932,55288.92614,30650.43792,5779.468389,-259.3823148,-5021.992743,-4431.586492,3715.453441,30854.88555,61943.66826,81480.87656
74668.69278,55163.48251,34494.73301,18280.50665,11191.66728,9651.230824,7227.875093,27173.97866,73359.88813,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,89520.31248,69511.34551,49209.29918,27956.08997,22423.26131,21410.93405,20374.25429,44182.2094,88626.34963,99935.81499,98941.89368,99935.81499,98820.98074,96110.20902,87192.10135,66741.95791,45967.30341,23489.39058,16651.1553,13694.31018,12347.56096,32585.61122,72436.75893,95543.87209,98941.89368,99935.81499,94935.05988,96110.20902,90698.85963,69019.48188,49060.9189,29275.37185,25287.51034,24186.83452,25159.23503,51081.04274,94983.48169,99935.81499,95564.54338,87806.01059,79617.91123,75619.28932,55288.92614,30650.43792,5779.468389,-259.3823148,-5021.992743,-4431.586492,3715.453441,30854.88555,61943.66826,81480.87656,84519.55737,77207.01491,69418.46625,62833.94991,45163.38813,25995.14834,5999.773456,0,-4471.230077,-5844.880305,-5558.313818,18646.92665,66990.01349,99935.81499
74668.69278,55163.48251,34522.20035,18166.9561,11108.98209,9863.890342,12333.6857,29504.73831,74839.44336,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,87192.10135,66741.95791,45967.30341,24331.25043,17493.01515,14536.4532,13189.42081,33427.47106,73278.90195,95543.87209,98941.89368,99935.81499,94935.05988,96110.20902,90698.85963,69019.48188,49060.9189,28517.61303,24529.75153,23429.0757,24401.47621,50323.28392,94225.72288,99935.81499,95564.54338,87806.01059,79617.91123,75619.28932,55288.92614,30650.43792,5779.468389,-259.3823148,-5021.992743,-4431.586492,3715.453441,30854.88555,61943.66826,81480.87656,84519.55737,77207.01491,69418.46625,62833.94991,45163.38813,25995.14834,5999.773456,0,-4471.230077,-5844.880305,-5558.313818,18646.92665,66990.01349,99935.81499,98941.89368,99935.81499,93420.67493,92539.17149,84378.25631,63949.3505,43188.85442,27251.56682,20009.81648,16602.73349,16198.65209,56799.34674,93429.16998,99935.81499
74668.69278,55163.48251,34172.20413,17924.84706,11342.02973,10352.92228,11464.07534,42939.66617,95046.91143,99935.81499,98941.89368,99935.81499,97809.21981,96110.20902,90698.85963,69019.48188,49060.9189,29275.37185,25287.51034,24186.83452,25159.23503,51081.04274,94983.48169,99935.81499,95564.54338,87806.01059,79617.91123,75619.28932,55288.92614,30650.43792,5779.468389,-475.7230227,-5238.333451,-4648.210368,3499.112733,30638.26168,61727.04438,81264.25269,84302.93349,76990.6742,69202.12554,62617.60921,44947.04743,25778.52446,5783.149579,-35.11288977,-4506.342967,-5880.276363,-5593.426707,18611.53059,66954.61743,99935.81499,98941.89368,99935.81499,93420.67493,92539.17149,84378.25631,63949.3505,43188.85442,27251.56682,20009.81648,16602.73349,16198.65209,56799.34674,93429.16998,99935.81499,99935.81499,96499.28249,86297.00583,84580.15542,70319.79148,49756.38065,28703.65472,12723.32551,6934.512562,5751.434711,5897.54964,26630.57838,62461.30021,94039.96436
74668.69278,55163.48251,34227.13881,17748.99944,10572.94418,9159.08403,9969.795348,34436.11714,86894.49129,99935.81499,99935.81499,99101.60069,93690.53448,96110.20902,75779.84584,56408.57425,36403.85481,20850.54365,14332.28873,14922.69499,23070.01809,50209.16703,81297.94973,90301.29111,93339.97192,86027.71262,78239.16397,76043.75885,71965.28343,52796.76047,32801.38559,16844.84253,10617.96797,9244.317738,9531.167394,33736.12469,82079.21153,99935.81499,98941.89368,99935.81499,93420.67493,92539.17149,84378.25631,63949.3505,43188.85442,27251.56682,20009.81648,16602.73349,16198.65209,56799.34674,93429.16998,99935.81499,99935.81499,96499.28249,86297.00583,84580.15542,70319.79148,49756.38065,28703.65472,12723.32551,6934.512562,5751.434711,5897.54964,26630.57838,62461.30021,94039.96436,99316.80873,94667.74885,94284.62192,93902.62766,79789.79448,56041.30475,35307.99285,13586.70616,6596.126245,2845.559914,2589.858789,22322.45334,72375.87771,95543.87209
74668.69278,55163.48251,34384.29731,19624.70736,15312.05163,14283.86693,15835.63012,49047.89315,95854.22472,99935.81499,99935.81499,99935.81499,95384.16507,96110.20902,92031.7336,70230.02708,50234.65219,29351.54417,23124.6696,20901.51397,21188.08046,45393.32093,93736.1246,99935.81499,98941.89368,99935.81499,93420.67493,92539.17149,84378.25631,63949.3505,43188.85442,26691.17643,19449.42608,16042.3431,15638.2617,56238.95634,92868.77959,99935.81499,99935.81499,96499.28249,86297.00583,84580.15542,70319.79148,49756.38065,28703.65472,12723.32551,6934.512562,5751.434711,5897.54964,26630.57838,62461.30021,94039.96436,99316.80873,94667.74885,94284.62192,93902.62766,79789.79448,56041.30475,35307.99285,13586.70616,6596.126245,2845.559914,2589.858789,22322.45334,72375.87771,99935.81499,98941.89368,99935.81499,93805.78404,96110.20902,89987.82362,70282.13007,48064.44907,25592.76595,18547.25135,9994.147836,5108.359125,20502.52961,83417.4657,99935.81499
74668.69278,55163.48251,34413.18049,18752.83166,13018.67022,12191.25196,16450.10569,48538.75625,93667.881,99935.81499,98941.89368,99935.81499,91352.12929,90470.62585,82309.71066,61880.80486,41120.30878,25183.02118,17941.27083,14534.18785,14130.10645,54730.80109,91360.62434,99935.81499,99935.81499,96499.28249,86297.00583,84580.15542,70319.79148,49756.38065,28703.65472,12081.66577,6292.56965,5109.491799,5255.606727,25988.91863,61819.64047,93398.30462,98674.86581,94026.08911,93642.96217,93260.68475,79147.85157,55399.64501,34666.3331,12944.76325,5954.466501,2203.617002,1947.915877,21680.79359,71733.9348,95543.87209,98941.89368,99935.81499,93805.78404,96110.20902,89987.82362,70282.13007,48064.44907,25592.76595,18547.25135,9994.147836,5108.359125,20502.52961,83417.4657,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,86856.82989,64953.74905,43007.6266,26357.03764,18858.17032,15810.99446,14633.29681,30622.12107,60740.20228,90829.4003
74668.69278,55163.48251,34180.13285,18017.15998,11484.74664,10662.14225,12907.95135,42085.06374,95854.22472,99935.81499,98941.89368,99935.81499,92163.69011,90446.55653,82133.01354,61569.31954,40516.59361,24536.54757,16991.80697,14959.22372,15105.62181,35838.65055,71669.37239,99935.81499,99935.81499,95286.75512,94903.91135,94521.63392,80408.80075,56660.59419,35926.99911,13408.87637,6418.579617,2667.730117,2412.028993,22144.90671,72198.04791,95543.87209,98941.89368,99935.81499,93805.78404,96110.20902,89987.82362,70282.13007,48064.44907,25592.76595,18547.25135,9994.147836,5108.359125,20502.52961,83417.4657,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,86856.82989,64953.74905,43007.6266,26357.03764,18858.17032,15810.99446,14633.29681,30622.12107,60740.20228,90829.4003,98123.81998,90325.92676,82368.32654,81941.59166,62103.0921,41205.82566,20111.75712,4567.507355,-965.6044688,-3631.352407,-3343.936414,7435.437578,51614.81529,98223.21211
74668.69278,55163.48251,34294.81608,17808.18165,10334.7995,8140.527058,8983.236413,47474.89232,95854.22472,99935.81499,98941.89368,99935.81499,91932.34147,91550.34721,83384.05182,63146.85107,42413.53916,26242.35441,19251.77449,15501.20816,15245.50704,34978.10158,85031.52596,99935.81499,98941.89368,99935.81499,93805.78404,96110.20902,89987.82362,70282.13007,48064.44907,24797.91207,17752.39747,9199.293952,4313.505241,19707.67572,82622.61182,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,86856.82989,64953.74905,43007.6266,26357.03764,18858.17032,15810.99446,14633.29681,30622.12107,60740.20228,90829.4003,98123.81998,90325.92676,82368.32654,81941.59166,62103.0921,41205.82566,20111.75712,4567.507355,-965.6044688,-3631.352407,-3343.936414,7435.437578,51614.81529,98223.21211,98941.89368,99935.81499,97809.21981,96110.20902,88806.72794,66384.88248,46221.30552,24984.52009,18284.18784,14365.13628,11514.47933,21884.39172,51771.12429,96844.46485
74668.69278,55163.48251,34254.88932,17756.36182,9738.163543,9221.664261,10719.05911,38661.55699,93792.75829,99935.81499,98941.89368,99935.81499,95300.91354,96110.20902,89987.82362,70282.13007,48064.44907,25592.76595,18547.25135,9994.147836,5108.359125,20502.52961,83417.4657,99935.81499,99935.81499,99935.81499,97809.21981,96110.20902,86856.82989,64953.74905,43007.6266,25762.38386,18263.51655,15216.34068,14038.35987,30027.46729,60145.5485,90234.74652,97529.1662,89731.27299,81773.67276,81346.93788,61508.43832,40611.17188,19517.10335,3972.853577,-1560.258247,-4226.006185,-3938.590192,6840.7838,51020.16152,97628.55833,98941.89368,99935.81499,97809.21981,96110.20902,88806.72794,66384.88248,46221.30552,24984.52009,18284.18784,14365.13628,11514.47933,21884.39172,51771.12429,96844.46485,98941.89368,99935.81499,97809.21981,96110.20902,93147.9837,71347.40984,50451.55924,29203.73023,21597.54206,14456.59969,10879.33246,23548.85596,49118.4021,82780.33665
