DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,
165982.0304,131887.9803,79946.3878,39199.57764,28554.14218,42272.23871,101345.7122,173500.7196,201295.9703,199725.5179,188418.6009,188488.2604,165982.0304,131888.5466,78754.24854,38049.34731,38017.06611,49441.21486,103052.935,162414.1077,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,85152.44012,47634.60002,39872.95226,49441.21486,105726.6116,159932.4192,201295.9703,195003.1174,182816.9623,188488.2604,165982.0304,131538.5504,80839.21798,40545.47738,31114.83465,43690.06324,104885.6013,171828.6098,201295.9703,191928.4741,178632.0154,163354.7933,159468.5892,131888.5466,78361.77704,36863.72093,23496.18697,12556.53947,72129.23902,167071.6626,201295.9703,193471.7423,176379.4103,167272.1459,167272.1459
165982.0304,131887.9803,79159.17945,38733.76551,39872.95226,49441.21486,105726.6116,174448.2013,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,85152.44012,48977.66808,39872.95226,49441.21486,105726.6116,159931.8528,201295.9703,195003.1174,182816.1127,188488.2604,165982.0304,131538.5504,80839.21798,39163.33207,29732.97252,42393.71798,104885.6013,171828.6098,201295.9703,191928.4741,178632.0154,163354.7933,159468.5892,131888.5466,78361.77704,36863.72093,23496.18697,12556.53947,70231.44393,165172.7349,201295.9703,193471.7423,176379.4103,167272.1459,139520.7864,113245.8672,59405.34698,38049.34731,27340.19895,22418.44777,82942.59338,146313.998,190892.6438,200595.4115,189191.0845,182929.3801,182929.3801
165982.0304,131887.9803,79413.18157,38617.38326,32126.31243,41529.77098,100502.4365,174013.2545,201295.9703,200167.8271,190930.3053,188488.2604,165982.0304,131888.5466,81189.21421,40895.47361,31464.83088,44040.34263,104885.6013,171828.6098,201295.9703,191928.4741,178632.0154,163354.7933,159468.5892,131888.5466,78361.77704,35359.81319,23691.00687,12645.45436,70320.35883,165272.127,201295.9703,193471.7423,176379.1271,167271.2964,139519.3705,113244.1682,59403.36481,38049.34731,31992.65691,24931.56794,82942.59338,148415.108,190892.6438,200595.4115,189191.0845,182929.3801,165982.0304,131888.5466,79334.17757,38049.34731,32248.92437,34600.07218,70337.91527,147218.438,183786.8143,194554.0122,183622.5766,170160.1812,170160.1812
165982.0304,131887.9803,82148.87216,43362.72048,36416.59792,47605.43367,104885.6013,171828.6098,201295.9703,198670.149,185980.5204,166252.7394,165606.8322,131888.5466,78361.77704,36864.0041,23496.18697,12556.53947,70231.44393,165175.8497,201295.9703,193471.7423,176379.4103,167272.1459,139520.7864,113245.8672,59405.34698,38049.34731,31992.65691,24944.02735,82375.12377,147909.9355,190325.1742,200275.7143,188986.92,182719.5523,165982.0304,131888.5466,79334.17757,38049.34731,36290.30478,40856.96269,78884.22287,151324.9472,184636.3197,195129.4105,183597.0914,170162.7297,144774.6942,112798.461,59697.01051,29183.62569,29194.66926,40200.29501,80802.12291,143967.664,175825.2496,186992.2813,182071.6628,180926.5295,180926.5295
165982.0304,131887.9803,82052.31171,42013.42273,21272.46497,14219.58789,97072.9832,171828.6098,201295.9703,198295.5172,184940.4426,176003.0794,151872.8782,129285.0957,75444.57546,38049.34731,31992.65691,25334.79984,88833.63023,158316.0936,196906.859,201295.9703,190705.7527,184485.3909,165982.0304,131888.5466,79333.8944,38049.34731,36201.67305,40768.04779,78795.59114,150965.8896,184276.9789,194885.8856,183607.5686,170161.8802,144772.9951,112575.0411,59473.59059,29027.59986,20260.13769,27017.95323,63230.95301,136495.9808,175465.9088,186746.2079,181712.3221,180567.1888,165982.0304,131888.5466,79409.21721,38130.89983,28684.39967,28616.15607,79277.82704,159946.2944,201295.9703,201295.9703,193582.4611,188488.2604,188488.2604
165982.0304,131887.9803,78407.084,38049.34731,39872.95226,44905.42231,103213.2083,171828.6098,201295.9703,201295.9703,193582.4611,187908.0482,165982.0304,131888.5466,79333.8944,38049.34731,36290.58795,40856.96269,78884.22287,151764.1415,185075.2308,195426.4542,183584.0656,170164.1455,144776.11,113071.1523,59969.70175,28524.12632,19756.94732,26514.76286,62727.76264,136636.9987,175677.7188,186891.4734,181924.1321,180778.9988,165982.0304,131888.5466,79409.21721,38130.89983,37462.62224,33311.37247,83973.04344,160158.1045,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,79209.0171,37661.68968,32036.54802,24315.11018,59836.04623,161308.0516,201295.9703,201295.9703,191726.0087,188488.2604,188488.2604
165982.0304,131887.9803,78664.20097,38049.34731,36837.9526,42083.64851,94923.45134,171828.8929,201295.9703,201295.9703,193582.4611,183339.1249,162673.2068,131888.5466,78787.09608,37909.46209,29142.56626,35900.3818,72113.09841,146022.6176,194203.7328,198021.4101,190382.0911,188488.2604,165982.0304,131888.5466,79408.93404,38049.34731,37381.06972,33535.07557,84196.74653,169065.1687,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,79209.0171,37661.68968,31321.54764,24315.11018,59836.04623,161308.0516,201295.9703,201295.9703,191726.0087,188488.2604,165982.0304,131888.5466,79303.59537,38756.41898,34693.51778,45713.30195,104885.6013,171828.6098,201295.9703,200400.5916,193582.4611,188488.2604,188488.2604
165982.0304,131887.9803,78985.59718,38049.34731,27938.53392,30622.97102,81884.39281,174549.5756,201295.9703,200344.5242,193582.4611,188488.2604,165982.0304,131888.5466,79409.21721,38130.89983,37462.62224,33311.65564,83973.04344,166801.2368,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,79209.0171,36135.12846,29794.98641,24487.27661,60008.21266,161479.9349,201295.9703,201295.9703,191726.0087,188488.2604,165982.0304,131888.5466,79303.59537,38756.41898,39872.95226,45556.99296,104885.6013,171828.6098,201295.9703,200400.5916,193582.4611,188488.2604,165982.0304,131888.5466,77835.65002,38049.34731,37310.27761,40525.93875,100158.9532,167574.0035,201295.9703,200623.4452,193582.4611,188488.2604,188488.2604
165982.0304,131887.9803,79700.03123,40030.11076,39872.95226,39669.92047,88688.93114,164547.2157,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,120863.9485,68184.41906,28005.64485,21665.50281,22484.14285,59836.04623,161308.0516,201295.9703,201295.9703,191726.0087,188488.2604,165982.0304,131888.5466,79303.59537,38049.34731,39872.95226,45556.70979,104885.6013,171828.6098,201295.9703,200400.5916,193582.4611,188488.2604,165982.0304,131888.5466,77835.65002,38049.34731,29290.66337,36753.5684,99309.44778,168429.1723,196906.859,200623.4452,193582.4611,188488.2604,165982.0304,131888.5466,81388.84798,48072.66165,39872.95226,49441.21486,98687.60982,143559.9014,149866.3464,132430.531,130244.1873,122962.2269,122962.2269
165982.0304,131887.9803,79323.9835,38367.34551,31784.24492,14465.09495,50917.08893,150071.6436,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,79303.59537,38756.41898,39872.95226,45556.99296,104885.6013,171828.6098,201295.9703,200400.5916,193582.4611,188488.2604,165982.0304,131888.5466,77835.65002,38049.34731,29290.66337,36753.85156,98467.58792,168549.2357,196906.859,200623.4452,193582.4611,188488.2604,165982.0304,131888.5466,81388.84798,48072.66165,39872.95226,49441.21486,98687.60982,143559.9014,149866.3464,132430.531,130244.1873,122962.2269,96768.5771,81062.35474,56117.47788,38049.34731,39872.95226,32032.30049,96736.86223,128939.0638,155932.9477,145940.2156,131924.509,146385.3564,146385.3564
165982.0304,131887.9803,79372.40531,38381.22076,38465.88813,40650.53288,91138.90474,168285.0395,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,77835.65002,38049.34731,29290.66337,36753.5684,99309.44778,168429.1723,196906.859,200623.4452,193582.4611,188488.2604,165982.0304,131888.5466,81388.84798,46694.4807,39872.95226,49441.21486,98742.5445,143588.5014,149891.5484,132457.1489,130279.017,122995.3576,96799.44246,81098.88347,56117.47788,38049.34731,36077.07892,32032.30049,96736.86223,128941.046,155935.7794,145943.6136,131927.907,146388.7544,142957.3189,117364.5526,64674.54587,38049.34731,35923.31844,22758.5331,84528.90315,160435.6096,201295.9703,196130.9774,185630.241,181980.4826,181980.4826
165982.0304,131887.9803,78489.20285,38049.34731,31050.55541,44796.96879,104885.6013,171828.8929,201295.9703,201207.9049,193582.4611,188488.2604,165982.0304,131888.5466,81388.84798,48072.66165,39872.95226,49441.21486,98687.60982,143559.9014,149866.3464,132430.531,130244.1873,122962.2269,96768.5771,81062.35474,56259.06211,38049.34731,35860.73821,31815.95978,96520.23835,128867.9885,155840.0685,145831.1957,131811.8079,146272.6554,142740.9782,117147.9287,64457.92199,38049.34731,29473.87337,22723.42021,84493.50709,160400.2135,201295.9703,196130.9774,185630.241,181980.4826,165982.0304,131888.5466,79111.32398,38342.42668,28428.98171,33723.94893,104885.6013,163168.1853,195843.2782,193667.978,183800.4063,170223.0446,170223.0446
165982.0304,131887.9803,78952.46647,38049.34731,38229.44246,38286.64249,80210.58398,145960.8869,188383.488,190399.0812,184064.0362,172050.897,153884.507,131888.5466,80675.26344,41899.02266,39872.95226,49441.21486,104885.6013,142018.6154,167705.3937,161476.82,151185.6283,165646.4757,165982.0304,131888.5466,79198.2567,38339.31183,32304.99173,37848.01453,99618.10141,171828.6098,201295.9703,196130.9774,185630.241,181980.4826,165982.0304,131888.5466,79111.32398,38342.42668,33277.67543,42820.1697,104885.6013,163168.1853,195843.2782,193667.978,183800.4063,170223.0446,153330.0631,119331.4408,65883.1089,38049.34731,33731.02815,46987.84324,92512.55499,147952.9771,187717.1926,187044.6675,184155.2164,179869.1785,179869.1785
165982.0304,131887.9803,79404.68652,43278.05311,39872.95226,44152.47735,104885.6013,160132.053,194479.2557,198619.1787,190281.2831,188488.2604,165982.0304,131888.5466,79198.53987,39853.6968,33819.37671,43470.60767,104885.6013,171828.6098,201295.9703,196130.9774,185630.241,181980.4826,165982.0304,131888.5466,79111.32398,38049.34731,33504.77654,43047.27081,104885.6013,163395.2864,195919.4505,193726.0276,183795.8757,170223.6109,153332.0453,119429.7002,65981.08519,38049.34731,28009.32604,34214.39672,90824.58774,146922.8102,186923.7546,186111.0611,183311.6576,179021.3721,148932.1736,112095.0705,59650.00454,26630.86193,16508.15546,20339.42486,82800.72598,165821.4739,201295.9703,199387.6979,188533.2842,188488.2604,188488.2604
165982.0304,131887.9803,79421.11029,40777.39235,36363.36224,44766.95293,104885.6013,171828.6098,201295.9703,199325.9672,190666.9586,187126.7864,165982.0304,131888.5466,79111.32398,38342.42668,33277.67543,42820.1697,104885.6013,163168.1853,195843.2782,193667.978,183800.4063,170223.0446,153330.0631,119331.4408,65883.1089,38049.34731,28009.32604,33572.4538,90182.92799,146434.6277,186609.7207,185741.5262,182930.5128,178641.0768,148410.8605,111581.9693,59136.90327,26630.57876,22566.26171,30232.4817,87562.77014,169570.6244,196906.859,199387.6979,188533.2842,188488.2604,165982.0304,131888.5466,77792.60842,36778.48722,18547.25162,5108.359199,35809.20155,133031.6977,201295.9703,201295.9703,193582.4611,188488.2604,188488.2604
165982.0304,131887.9803,78357.81268,38049.34731,36408.95237,49441.21486,104885.6013,171828.6098,201295.9703,199987.7319,191211.4915,179911.6538,165097.9784,131888.5466,78439.93154,38049.34731,28009.32604,37018.89725,93629.08827,148532.6229,188300.5197,187731.3511,184116.7055,179873.7092,150032.2831,113175.3582,60730.00909,26895.90762,22831.3074,30660.06609,88026.88326,170034.7375,196906.859,199387.6979,188533.2842,188488.2604,165982.0304,131888.5466,77792.60842,36778.48722,18547.25162,5108.359199,35809.20155,133031.6977,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,77768.82226,38049.34731,28332.42127,28304.38759,74986.69205,132951.561,175819.8694,174456.6963,158184.137,151061.3174,151061.3174
165982.0304,131887.9803,79316.90429,38194.32957,28752.07694,35357.54784,104885.6013,171828.6098,201295.9703,200032.1894,193295.3283,188488.2604,165280.9052,131888.5466,79443.4806,39704.75019,30247.48963,33879.69159,100729.8208,171828.6098,201295.9703,199387.6979,188533.2842,188488.2604,165982.0304,131888.5466,77792.60842,35289.58741,17752.39772,4313.505304,35014.34765,133241.5255,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,77768.82226,38049.34731,31756.77757,31728.7439,78411.04835,134907.4056,177912.7675,176312.8657,160100.9044,152847.2609,152255.4388,131888.5466,78831.8367,39323.8886,10874.23558,14540.1346,28647.02144,125904.3473,199586.199,201295.9703,193582.4611,184263.3868,184263.3868
165982.0304,131887.9803,78693.36732,37346.24,27368.23263,40205.67521,104543.5338,171828.6098,201295.9703,200165.8449,192521.1457,188488.2604,165982.0304,130817.0371,76721.09892,35706.97773,18547.25162,5108.359199,35809.20155,133031.6977,201295.9703,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,77768.82226,38049.34731,31756.77757,31728.46073,78411.04835,134949.5977,177952.4111,176343.4479,160132.3361,152876.7104,152297.3477,131888.5466,78831.8367,39323.8886,10874.23558,14540.1346,28647.02144,125904.3473,198991.5453,201295.9703,193582.4611,184263.3868,163948.0313,131888.5466,78138.07395,35562.27864,22590.04786,19491.3353,58548.19603,139814.1489,198207.4518,201295.9703,193582.4611,188488.2604,188488.2604
165982.0304,131887.9803,79362.49441,38814.18535,10496.77201,780.4123033,22014.08319,103976.6305,199357.6821,201295.9703,193582.4611,188488.2604,164184.1938,131888.5466,77768.82226,38049.34731,31756.77757,31728.7439,78411.04835,134907.4056,177912.7675,176312.8657,160100.9044,152847.2609,152255.4388,131888.5466,78831.8367,37869.8185,10975.89307,14641.79208,28891.96216,126149.5712,199008.2522,201295.9703,193582.4611,184263.3868,163948.0313,131888.5466,78138.07395,35562.27864,22590.04786,21615.09882,65061.07084,145512.0648,199906.4626,201295.9703,193582.4611,188488.2604,165982.0304,131888.5466,79969.60761,39363.53218,21597.54238,11172.41198,42034.66036,83864.58992,184143.3234,201295.9703,193582.4611,188488.2604,188488.2604
