-3.94E+08,2359.521219,2301.436725,0,0,0,2633.25647,422.618972
-6.44E+08,2896.50289,3172.429722,0,0,0,3343.569027,2026.613982
-5.20E+08,2634.789494,2569.928702,0,0,0,2901.015787,1599.88415
-5.55E+08,2319.791351,2646.485546,0,0,0,2992.131414,820.9984087
-6.81E+08,2734.17051,2657.359669,0,0,0,2666.603782,687.5351447
-6.86E+08,2581.600542,2518.049106,0,0,0,2521.748378,298.0366183
-7.56E+08,2928.90142,2815.630593,0,0,0,2724.154403,3168.274778
-5.38E+08,2830.680068,2760.997025,0,0,0,3182.765989,1384.563592
-4.19E+08,2198.031956,2143.922855,0,0,0,2394.172373,1378.757674
-4.09E+08,2549.052777,2621.736451,0,0,0,3602.769728,1635.869897
-4.99E+08,2112.212791,2060.216305,0,0,0,2559.644517,1014.319233
-8.05E+08,2807.28646,2728.421578,0,0,0,3376.347284,3844.26732
-6.47E+08,2841.071004,0,133.2069065,2880.599353,0,5742.089136,6031.726345
-3.01E+08,2248.080906,2193.712512,0,0,0,2689.506447,1489.958576
-6.91E+08,2742.462101,2587.144668,0,0,0,3043.767756,509.0153903
-4.75E+08,2506.725417,2364.758767,0,0,0,2582.045753,442.8574453
-6.24E+08,2561.831313,2498.766537,0,0,0,3073.344837,1833.668242
-5.70E+08,2549.052777,2446.074995,0,0,0,2774.961189,1627.287716
-5.41E+08,2670.829181,2605.081198,0,0,0,2858.437037,1659.350126
-4.42E+08,2433.776754,2373.864306,0,0,0,2629.643136,1530.684436
-6.98E+08,2967.860736,5646.965983,0,-2799.002222,0,0,570.1873044
-8.08E+08,2857.416505,2933.499052,156.3557284,0,0,2351.171343,350.0732292
-6.70E+08,2723.414819,2656.372331,0,0,0,2689.506447,2958.50188
-5.92E+08,2503.230871,2441.608667,0,0,0,2782.981064,1076.137809
-9.18E+08,3081.833652,0,156.3557284,3162.323672,0,6013.45474,3308.392078
-7.93E+08,2848.554674,2902.762227,134.2317793,0,0,2782.981064,1223.628525
-3.80E+08,2171.935757,4607.43973,0,-2394.172373,102.3476234,0,-1857.077873
-3.50E+08,2677.26049,3198.53359,181.6373675,0,0,2725.40974,1533.879456
-4.73E+08,2580.248821,2495.170346,0,0,0,2786.678225,335.4081729
-5.22E+08,2620.877836,0,0,2556.359508,0,5386.001557,2910.658369
-4.23E+08,2369.24939,2273.535386,0,0,0,2825.821429,483.3253004
-6.50E+08,2713.883302,2755.479525,0,0,0,2790.055547,2567.927661
-4.33E+08,2477.557354,2707.754024,0,0,0,2883.830402,491.6615232
-3.28E+08,2249.357533,2161.424814,0,0,0,2112.750149,1297.550005
-5.87E+08,2634.789494,2528.348081,0,0,0,2780.428723,1184.141367
-5.67E+08,2743.489173,2666.416544,0,0,0,3098.83686,898.280765
-6.44E+08,2421.652432,2362.03845,0,0,0,2789.703074,5415.783655
-4.86E+08,2322.283495,2608.984749,0,0,0,3127.16097,3445.208211
-6.69E+08,2294.983759,2223.215828,0,0,0,2458.630374,2464.846698
-6.01E+08,2338.53282,2280.964999,0,0,0,2790.00023,2309.392782
-3.38E+08,2418.11952,0,181.6373675,2782.271758,0,5565.02443,2926.470991
-6.21E+08,2680.755448,2605.445193,0,0,0,2779.185061,2808.104644
-6.77E+08,2637.889168,0,0,2531.322533,0,5350.566686,3340.604123
-7.57E+08,2768.242609,2755.479525,0,0,0,2760.219097,1043.704745
-4.40E+08,2678.869132,2612.923229,0,0,0,2712.202581,1119.271351
-5.84E+08,2700.451563,2591.357504,0,96.97321795,96.97321795,2582.831357,638.2691865
-4.70E+08,2467.341416,2406.602705,0,0,0,2829.17517,1480.772713
-5.71E+08,2312.13507,2255.217085,0,0,0,3493.324466,1444.284815
-7.30E+08,2766.567763,0,156.3557284,2854.818705,0,5285.993316,3415.386143
-4.06E+08,2526.310402,2464.120048,0,0,0,2877.417821,2965.792352
-7.65E+08,2739.308094,2603.969122,0,0,0,2394.172373,1344.697155
-8.07E+08,2701.801517,5959.332606,0,-3365.213422,0,0,-806.4989895
-8.19E+08,2679.891882,2646.485546,0,0,0,2783.38321,3336.9108
-5.03E+08,2135.269217,2075.283264,0,0,0,2308.404567,962.8768553
-6.53E+08,2549.666809,2405.268204,0,0,0,2851.11388,1169.248618
-5.12E+08,2377.358686,0,110.6093129,2391.926392,0,4931.341096,4720.000961
-4.96E+08,2203.046853,2114.047174,0,0,0,2300.778308,1572.060931
-7.50E+08,2697.058531,2588.101546,0,0,0,2846.592992,1071.515072
-4.62E+08,2405.981673,2346.753459,0,0,0,3693.258498,4932.796357
-6.33E+08,2344.217432,2250.340528,0,0,0,2634.63494,2510.037305
-9.55E+08,3006.638948,3480.972748,558.7990756,0,0,2836.113814,394.2111574
-6.26E+08,2497.634893,2436.150446,0,0,0,3019.341324,2183.256248
-5.66E+08,2639.25493,2574.284212,0,0,0,3017.197336,963.1586213
-7.36E+08,2745.39721,2797.641693,129.3707141,0,0,3174.863886,2964.107983
-2.88E+08,1918.4,2420.368813,0,0,0,2811.715106,1061.530277
-6.05E+08,2666.680055,2591.765219,0,0,0,3103.445063,1923.380288
-3.67E+08,2577.571861,2465.299633,0,0,0,2534.709551,2956.720879
-5.20E+08,2595.208968,2531.322533,0,0,0,2714.527102,1310.265085
-5.16E+08,2729.665485,2685.962573,0,0,0,2803.564607,1703.891441
-4.06E+08,2112.186002,2052.848523,0,0,0,2447.242365,2697.929816
-4.80E+08,2612.45761,2506.91837,0,0,0,3103.445063,2923.800315
-5.54E+08,2380.590906,2321.987738,0,0,0,2589.264638,660.8379362
-4.03E+08,2588.039774,2524.329824,0,0,0,2812.392731,1906.001048
-5.96E+08,2470.615611,2409.796299,0,0,0,2778.189478,1704.912449
-7.97E+08,3041.689902,2956.239943,0,0,0,3189.03379,1367.050821
-6.09E+08,2823.557169,2711.29102,0,0,0,2654.306414,3330.18628
-5.98E+08,2814.458016,0,130.9458557,2831.704129,0,5989.529697,3391.240324
-8.93E+08,2617.739409,2656.333818,122.8362459,0,0,2422.256603,508.4397468
-7.88E+08,3156.888875,3068.202639,0,0,0,2996.554657,1522.227422
-9.63E+08,3076.933595,2957.731051,0,0,0,2992.965622,3851.545012
-7.27E+08,3006.495656,3059.459586,0,0,0,3403.782457,2233.413182
-5.33E+08,2661.378558,2931.574046,0,0,0,3367.425946,617.5333854
-6.08E+08,2670.907983,2605.15806,0,0,0,2762.899276,1409.972139
-4.78E+08,2461.446246,2528.497776,0,0,0,2950.290354,3030.874735
-4.21E+08,2408.841815,2349.543192,0,0,0,2315.7948,638.0374909
-5.49E+08,2780.03206,2835.622449,0,-124.026626,0,2768.116129,2647.411747
-3.87E+08,2359.728278,5077.20059,0,-2775.561902,0,0,-2317.45385
-5.86E+08,2388.427118,2436.425671,115.0964512,0,0,2360.462847,1277.326693
-6.62E+08,2897.255094,2790.884224,0,0,0,2773.2401,1596.590801
-6.85E+08,2481.542248,2375.380013,0,0,0,2589.264638,1806.53927
-6.77E+08,2653.885228,2566.378742,0,0,0,2742.778977,1388.564461
-5.64E+08,2467.770229,2396.564097,0,0,0,2538.599646,846.9763367
-7.32E+08,2597.438902,2787.770207,0,0,0,3316.881542,1782.535887
-8.38E+08,2715.183521,2605.494314,0,0,0,2515.372389,366.6909732
-5.14E+08,2748.691127,2671.47236,0,0,0,2769.867144,98.15185502
-6.59E+08,2492.741368,2788.933045,0,0,0,2877.885956,1375.879405
-7.98E+08,2752.414,2596.532948,0,0,0,2573.024146,519.8327601
-5.12E+08,2625.633562,2531.322533,0,0,0,2819.244153,437.18158
-7.97E+08,2728.633864,2618.401284,0,0,0,2535.335985,2248.417626
-7.92E+08,2825.434183,2675.894336,0,0,0,2830.394498,1865.318955
-6.08E+08,3275.420477,3194.789229,0,0,0,3475.220048,1002.782523
-5.61E+08,3222.966577,3325.263957,181.6373675,0,0,3122.597232,1141.614899
-4.78E+08,2438.087998,0,0,2378.06942,0,5165.164475,3667.713638
-5.56E+08,2504.409499,2442.75828,0,0,0,2749.093538,2786.12231
-9.44E+08,2753.034961,2685.263313,0,0,0,2468.35301,3714.977887
-8.03E+08,2583.719426,2498.526515,0,0,0,2846.577685,2846.577685
-5.98E+08,2407.326757,2528.654524,0,0,0,2819.49575,3438.984844
-5.54E+08,2750.169337,2682.468232,0,0,0,3027.465019,857.7955853
-5.64E+08,2459.736715,2399.18521,0,158.0484463,158.0484463,2892.142755,1518.318069
-5.61E+08,2547.18278,2618.045109,133.5664997,0,0,2678.918471,326.0256674
-6.12E+08,2550.184304,2478.542173,0,0,0,2792.464289,1316.273554
-7.90E+08,2760.004835,2682.468232,0,0,0,2734.418123,2526.016812
-2.19E+08,2355.153448,2297.176476,0,0,0,2812.392731,1320.59391
