DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,
165982.028,131888.5447,76832.6662,38049.34677,39872.95169,49441.21415,105726.6101,173082.7604,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,66596.40932,38049.34677,39872.95169,49441.21415,105726.6101,173281.5447,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,41868.43987,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,23279.27958,10314.69454,13418.78726,34621.59249,68755.00254,148964.4527,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,35442.78104,25995.99785,31693.34738,23472.96681,98946.70754,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,31693.63055
165982.028,131888.5447,66596.40932,38049.34677,39872.95169,49441.21415,105726.6101,174508.5137,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,41726.85563,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,23364.23012,10390.01735,13647.58738,34850.39261,68984.08583,149193.536,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,35442.78104,25995.99785,31693.34738,23472.96681,98946.70754,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,59800.64931,38049.34677,39872.95169,49441.21415,105726.6101,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,39872.95169
165982.028,131888.5447,41726.85563,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,23279.27958,10314.69454,13418.78726,34621.59249,68755.00254,148964.4527,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,35527.73158,26329.85347,32027.203,23806.53927,99280.27999,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,59800.64931,38049.34677,39872.95169,49441.21415,105726.6101,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,26020.35033,5347.35331,2861.13418,9836.423001,53884.69372,136067.8281,201295.9674,201295.9674,193582.4584,188488.2577,9686.626882
165982.028,131888.5447,23279.27958,10188.11824,10217.28459,21444.34792,77930.51034,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,35442.78104,25995.99785,31693.34738,23472.96681,98946.70754,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,59942.23354,38049.34677,39872.95169,49441.21415,105726.6101,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,26020.35033,5347.35331,2861.13418,9836.423001,53884.69372,136067.8281,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,33201.21946,31590.84039,39592.89807,42106.86771,87142.54687,147964.868,201295.9674,201295.9674,193582.4584,188488.2577,33802.10294
165982.028,131888.5447,35442.78104,25762.10069,28615.02299,26292.7584,76944.80091,132729.2719,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,59800.64931,38049.34677,39872.95169,49441.21415,105726.6101,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,26105.30087,5466.000898,2979.781767,9955.353756,54163.04832,136346.4658,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,33201.21946,31590.84039,39592.89807,42106.86771,87142.54687,147964.868,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,105726.6101,174753.7376,201295.9674,201295.9674,193582.4584,188488.2577,30780.12908
165982.028,131888.5447,59800.64931,38049.34677,39872.95169,49441.21415,105726.6101,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,26020.35033,5347.35331,2861.13418,9836.423001,53884.69372,136067.8281,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,33286.17,31898.36135,39872.95169,42414.67184,87450.06782,148272.6721,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,105726.6101,174753.7376,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,50264.10171,38049.34677,39872.95169,49441.21415,89176.54596,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,0
165982.028,131888.5447,26020.35033,5925.016981,3387.544358,14187.58965,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,33201.21946,31590.84039,39592.89807,42106.86771,87142.54687,147964.868,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,105726.6101,174753.7376,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,50264.10171,38049.34677,39872.95169,49441.21415,89176.54596,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,76332.87385,38049.34677,39872.95169,49441.21415,105726.6101,173500.7171,201295.9674,201295.9674,193582.4584,188488.2577,38998.52746
165982.028,131888.5447,33201.21946,30766.53699,37550.40393,41011.00575,90937.00431,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,105726.6101,174753.7376,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,50405.68594,38049.34677,39872.95169,49441.21415,89398.83321,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,76332.87385,38049.34677,39872.95169,49441.21415,105726.6101,173500.7171,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,60072.20787,38049.34677,39872.95169,49441.21415,105726.6101,174448.1988,201295.9674,201295.9674,193582.4584,188488.2577,29238.84311
165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,105726.6101,174753.7376,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,50264.10171,38049.34677,39872.95169,49441.21415,89176.54596,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,76474.45809,38049.34677,39872.95169,49441.21415,105726.6101,173500.7171,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,60072.20787,38049.34677,39872.95169,49441.21415,105726.6101,174448.1988,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,51120.96949,38049.34677,39872.95169,49441.21415,105726.6101,174529.185,201295.9674,201295.9674,193582.4584,188488.2577,39872.95169
165982.028,131888.5447,50264.10171,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,76332.87385,38049.34677,39872.95169,49441.21415,105726.6101,173500.7171,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,60213.7921,38049.34677,39872.95169,49441.21415,105726.6101,174448.1988,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,51120.96949,38049.34677,39872.95169,49441.21415,105726.6101,174529.185,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,31114.83421
165982.028,131888.5447,76332.87385,38049.34677,39872.95169,49441.21415,105726.6101,173500.7171,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,60072.20787,38049.34677,39872.95169,49441.21415,105726.6101,174448.1988,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,51262.55372,38049.34677,39872.95169,49441.21415,105726.6101,174529.185,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,28361.58721,12352.09165,23496.18663,12556.25612,72771.74723,170731.6127,201295.9674,201295.9674,193582.4584,188488.2577,23496.18663
165982.028,131888.5447,60072.20787,38049.34677,39872.95169,49441.21415,105726.6101,174448.1988,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,51120.96949,38049.34677,39872.95169,49441.21415,105726.6101,174529.185,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,28361.58721,12352.09165,23496.18663,12556.25612,72771.74723,170731.6127,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,42797.79877,38049.34677,33869.49704,41622.0833,104885.5998,159768.4623,201295.9674,201295.9674,193582.4584,188488.2577,27340.19855
165982.028,131888.5447,51120.96949,38049.34677,39872.95169,49441.21415,105726.6101,174529.185,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,79462.73491,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,28446.53775,12433.07783,23691.00653,12751.35919,72966.8503,170926.4326,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,42797.79877,38049.34677,33869.49704,41622.0833,104885.5998,159768.4623,201295.9674,201295.9674,193582.4584,188488.2577,165982.028,131888.5447,66025.25852,38049.34677,39872.95169,49441.21415,104885.5998,171828.6073,201295.9674,201295.9674,193582.4584,188488.2577,32248.92391
